# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1      83     0.02959     0.04138    -0.26980    4.583704118    5.371699204    0.787995086
     1      83    -0.16011     0.04138     0.18904    5.154915884    6.056489554    0.901573671
     1      83    -0.12217     0.04138     0.09727    5.791993346    6.774308904    0.982315558
     1      83    -0.08423     0.04138     0.00551    5.846817352    6.853818324    1.007000972
     1      83    -0.04629     0.04138    -0.08626    5.821616465    6.839207498    1.017591033
     1      83    -0.00835     0.00376    -0.08626    5.846936925    6.891588287    1.044651362
     1      83     0.02959     0.00376    -0.17803    5.254758333    6.223077692    0.968319359
     1      83     0.06754     0.00376    -0.26980    4.585467133    5.374451098    0.788983965
     1      83    -0.12217     0.00376     0.18904    5.154196257    6.027878817    0.873682560
     1      83    -0.08423     0.00376     0.09727    5.807060242    6.809465119    1.002404877
     1      83    -0.04629     0.00376     0.00551    5.897421005    6.928210510    1.030789505
     1      84     0.02959     0.00376     0.00551    5.981120257    7.065148557    1.084028300
     1      84     0.06754     0.00376    -0.08626    5.957170208    7.005122948    1.047952740
     1      84     0.10548     0.00376    -0.17803    5.502155543    6.466899306    0.964743763
     1      84    -0.08423     0.00376     0.28081    4.623677065    5.417520117    0.793843052
     1      84    -0.04629     0.00376     0.18904    5.377891874    6.431682799    1.053790925
     1      84    -0.00835     0.00376     0.09727    5.932161775    7.000270617    1.068108842
     1      84     0.02959    -0.03385     0.09727    5.918726277    6.960248020    1.041521743
     1      84     0.06754    -0.03385     0.00551    5.997999324    7.065846787    1.067847463
     1      84     0.10548    -0.03385    -0.08626    5.978382367    7.032611917    1.054229550
     1      84     0.14342    -0.03385    -0.17803    5.502311229    6.529763073    1.027451844
     1      84    -0.04629    -0.03385     0.28081    4.614920690    5.405933560    0.791012870
     1      84    -0.00835    -0.03385     0.18904    5.374763392    6.389564079    1.014800688
     1      84     0.02959    -0.07147     0.18904    5.374297153    6.370721311    0.996424158
     1      84     0.06754    -0.07147     0.09727    5.936907863    6.987092106    1.050184243
     1      84     0.10548    -0.07147     0.00551    6.029661931    7.099919979    1.070258048
     1      84     0.14342    -0.07147    -0.08626    6.004509277    7.058788024    1.054278748
     1      84    -0.04629     0.15422    -0.17803    5.498791983    6.485529220    0.986737237
     1      84    -0.00835    -0.07147     0.28081    4.610407808    5.399514005    0.789106197
     1      84     0.02959     0.11661    -0.26980    4.616560673    5.406009154    0.789448482
     1      84     0.06754    -0.10908     0.18904    5.376364249    6.430863244    1.054498995
     1      84     0.10548    -0.10908     0.09727    5.968116899    7.015102528    1.046985629
     1      84    -0.08423     0.11661     0.00551    6.040504083    7.108519662    1.068015580
     1      84    -0.04629     0.11661    -0.08626    5.945571299    6.979614712    1.034043412
     1      84    -0.00835     0.11661    -0.17803    5.494006217    6.466768091    0.972761874
     1      84     0.02959     0.07899    -0.17803    5.492674109    6.528491815    1.035817706
     1      84     0.06754     0.07899    -0.26980    4.623585674    5.415657328    0.792071654
     1      84    -0.12217     0.07899     0.18904    5.378869150    6.385713934    1.006844784
     1      84    -0.08423     0.07899     0.09727    5.951265328    6.992412432    1.041147104
     1      84    -0.04629     0.07899     0.00551    5.984452509    7.050836066    1.066383557
     1      84    -0.00835     0.07899    -0.08626    5.886808452    6.924200712    1.037392260
     1      84     0.02959     0.04138    -0.08626    5.925746780    6.970647527    1.044900747
     1      84     0.06754     0.04138    -0.17803    5.497326940    6.482548032    0.985221092
     1      84     0.10548     0.04138    -0.26980    4.626958648    5.420845151    0.793886503
     1      84    -0.08423     0.04138     0.18904    5.379895861    6.367078794    0.987182934
     1      84    -0.04629     0.04138     0.09727    5.925813948    6.985027075    1.059213126
     1      84    -0.00835     0.04138     0.00551    5.955041492    7.045274059    1.090232566
     1      84     0.06754     0.04138     0.00551    5.998424018    7.064546562    1.066122544
     1      84     0.10548     0.04138    -0.08626    5.978641714    7.025569112    1.046927398
     1      84     0.14342     0.04138    -0.17803    5.501911755    6.507880858    1.005969103
     1      84    -0.04629     0.04138     0.28081    4.614700100    5.405358791    0.790658690
     1      84    -0.00835     0.04138     0.18904    5.374494826    6.420066675    1.045571848
     1      84     0.02959     0.04138     0.09727    5.913057904    6.952183098    1.039125194
     1      84     0.06754     0.00376     0.09727    5.948136342    6.995391741    1.047255399
     1      84     0.10548     0.00376     0.00551    6.023440861    7.109250086    1.085809225
     1      84     0.14342     0.00376    -0.08626    6.003323266    7.062128062    1.058804796
     1      84     0.18136     0.00376    -0.17803    5.502170541    6.544973852    1.042803312
     1      84    -0.00835     0.00376     0.28081    4.606779297    5.395394154    0.788614857
     1      84     0.02959     0.00376     0.18904    5.376470454    6.358887392    0.982416937
     1      84     0.06754    -0.03385     0.18904    5.379114872    6.339034468    0.959919597
     1      84     0.10548    -0.03385     0.09727    5.967172394    7.016833095    1.049660701
     1      84     0.14342    -0.03385     0.00551    6.052969975    7.140530795    1.087560820
     1      84     0.18136    -0.03385    -0.08626    6.028369778    7.089770437    1.061400659
     1      84    -0.00835     0.19184    -0.17803    5.500300351    6.522826414    1.022526064
     1      84     0.02959    -0.03385     0.28081    4.611242767    5.402057040    0.790814273
     1      84     0.06754    -0.07147     0.28081    4.617840658    5.407810674    0.789970016
     1      84     0.10548    -0.07147     0.18904    5.379339021    6.415259288    1.035920267
     1      84     0.14342    -0.07147     0.09727    5.983914494    7.028538766    1.044624272
     1      84    -0.04629     0.15422     0.00551    6.058206886    7.131167927    1.072961042
     1      84    -0.00835     0.15422    -0.08626    5.947782293    6.994710434    1.046928142
     1      84     0.02959     0.15422    -0.17803    5.498161872    6.511291706    1.013129834
     1      84     0.06754     0.11661    -0.17803    5.496821992    6.533692480    1.036870488
     1      84     0.10548     0.11661    -0.26980    4.621013016    5.409962340    0.788949324
     1      84    -0.08423     0.11661     0.18904    5.377571497    6.360292710    0.982721212
     1      84    -0.04629     0.11661     0.09727    5.926606028    6.954853192    1.028247164
     1      84    -0.00835     0.11661     0.00551    5.949215432    6.998784077    1.049568645
     1      84     0.02959     0.11661    -0.08626    5.924276076    6.967649275    1.043373199
     1      84     0.06754     0.07899    -0.08626    5.952809641    7.007165563    1.054355922
     1      84     0.10548     0.07899    -0.17803    5.498746677    6.506078432    1.007331755
     1      84    -0.08423     0.07899     0.28081    4.619959123    5.410575528    0.790616405
     1      84    -0.04629     0.07899     0.18904    5.375352716    6.335661294    0.960308578
     1      84    -0.00835     0.07899     0.09727    5.872337994    6.902793487    1.030455493
     1      84     0.02959     0.07899     0.00551    5.964273797    7.028121880    1.063848083
     1      84     0.10548     0.07899     0.00551    6.032205564    7.098759667    1.066554103
     1      84     0.14342     0.07899    -0.08626    6.004188798    7.049963461    1.045774664
     1      84    -0.04629    -0.14670    -0.17803    5.498130924    6.498180026    1.000049102
     1      84    -0.00835     0.07899     0.28081    4.611370318    5.400285299    0.788914980
     1      84     0.02959     0.07899     0.18904    5.373998598    6.398597465    1.024598867
     1      84     0.06754     0.07899     0.09727    5.936723213    6.982290005    1.045566793
     1      84     0.10548     0.04138     0.09727    5.966876961    7.009770313    1.042893352
     1      84     0.14342     0.04138     0.00551    6.052720931    7.139734745    1.087013814
     1      84     0.18136     0.04138    -0.08626    6.027492525    7.091171391    1.063678866
     1      84    -0.00835    -0.18431    -0.17803    5.499921191    6.542053350    1.042132159
     1      84     0.02959     0.04138     0.28081    4.611195038    5.401829415    0.790634377
     1      84     0.06754     0.04138     0.18904    5.378837321    6.313217908    0.934380587
     1      84     0.10548     0.00376     0.18904    5.380930963    6.276554552    0.895623589
     1      84     0.14342     0.00376     0.09727    5.991763276    7.044409513    1.052646237
     1      84     0.18136     0.00376     0.00551    6.088626895    7.185422687    1.096795793
     1      84     0.21930     0.00376    -0.08626    6.037642935    7.099224533    1.061581598
     1      84    -0.19806     0.00376    -0.17803    5.501551587    6.510470334    1.008918747
     1      84     0.06754     0.00376     0.28081    4.620353304    5.413362523    0.793009219
     1      84    -0.12217    -0.03385    -0.26980    4.625861656    5.419722401    0.793860745
     1      84     0.14342    -0.03385     0.18904    5.378176606    6.395942817    1.017766212
     1      84     0.18136    -0.03385     0.09727    6.008390674    7.056972292    1.048581618
     1      84    -0.00835     0.19184     0.00551    6.101431157    7.226638358    1.125207201
     1      84     0.02959     0.19184    -0.08626    6.032100593    7.069180278    1.037079684
     1      84    -0.16011    -0.03385    -0.17803    5.502068851    6.499482862    0.997414010
     1      84    -0.12217    -0.07147    -0.17803    5.499712801    6.525490118    1.025777317
     1      84    -0.08423    -0.07147    -0.26980    4.624699734    5.416769671    0.792069937
     1      84    -0.04629     0.15422     0.18904    5.374070480    6.307235040    0.933164560
     1      84    -0.00835     0.15422     0.09727    5.925673394    6.960036559    1.034363165
     1      84     0.02959     0.15422     0.00551    6.037997695    7.107330354    1.069332658
     1      84     0.06754     0.15422    -0.08626    6.008915816    7.058883730    1.049967914
     1      84     0.10548     0.11661    -0.08626    5.994159043    7.044004470    1.049845426
     1      84    -0.08423    -0.10908    -0.17803    5.497328742    6.501444513    1.004115771
     1      84    -0.04629    -0.10908    -0.26980    4.618557664    5.409951042    0.791393378
     1      84    -0.00835     0.11661     0.18904    5.372023032    6.269250256    0.897227224
     1      84     0.02959     0.11661     0.09727    5.906159236    6.942898498    1.036739262
     1      84     0.06754     0.11661     0.00551    6.027992420    7.101378177    1.073385757
     1      84    -0.08423    -0.10908     0.00551    6.034736847    7.101692810    1.066955963
     1      84    -0.04629    -0.10908    -0.08626    5.940146381    6.975375496    1.035229115
     1      84    -0.00835    -0.10908    -0.17803    5.493361662    6.468195624    0.974833962
     1      84     0.02959    -0.10908    -0.26980    4.617677474    5.407513493    0.789836019
     1      84     0.06754     0.11661     0.18904    5.376249645    6.431129784    1.054880139
     1      84     0.10548     0.11661     0.09727    5.969459644    7.016766001    1.047306357
     1      84     0.14342     0.07899     0.09727    5.980303168    7.016615142    1.036311974
     1      84    -0.04629    -0.14670     0.00551    6.045197521    7.117560323    1.072362803
     1      84    -0.00835    -0.14670    -0.08626    5.934829281    6.987764030    1.052934750
     1      84     0.02959    -0.14670    -0.17803    5.497469216    6.532294566    1.034825350
     1      84     0.06754     0.07899     0.28081    4.617746226    5.407553659    0.789807434
     1      84     0.10548     0.07899     0.18904    5.379120111    6.385296443    1.006176332
     1      84     0.14342     0.04138     0.18904    5.378092233    6.366617732    0.988525499
     1      84     0.18136     0.04138     0.09727    6.003407761    7.055118330    1.051710569
     1      84    -0.00835    -0.18431     0.00551    6.082403215    7.207523049    1.125119834
     1      84     0.02959    -0.18431    -0.08626    6.022777847    7.063071383    1.040293536
     1      84    -0.16011     0.04138    -0.17803    5.501674151    6.485556629    0.983882478
     1      84    -0.12217     0.04138    -0.26980    4.625335232    5.419238775    0.793903544
     1      84    -0.08423     0.00376    -0.26980    4.629887051    5.423803163    0.793916112
     1      84     0.18136     0.00376     0.18904    5.373981879    6.431530715    1.057548836
     1      84     0.21930     0.00376     0.09727    5.995820609    7.037104414    1.041283805
     1      84    -0.19806     0.00376     0.00551    6.102544585    7.182103128    1.079558543
     1      84    -0.16011     0.00376    -0.08626    6.014874551    7.059743923    1.044869373
     1      84    -0.12217     0.00376    -0.17803    5.502910883    6.467771722    0.964860839
     1      84    -0.08423    -0.03385    -0.17803    5.499564139    6.524810947    1.025246808
     1      84    -0.04629    -0.03385    -0.26980    4.628211559    5.420538467    0.792326907
     1      84    -0.00835     0.19184     0.18904    5.371379034    6.384009355    1.012630321
     1      84     0.02959     0.19184     0.09727    6.000018288    7.025291711    1.025273423
     1      84    -0.16011    -0.03385     0.00551    6.067911596    7.152755610    1.084844014
     1      84    -0.12217    -0.03385    -0.08626    5.988907555    7.043095855    1.054188300
     1      84    -0.08423    -0.07147    -0.08626    5.966303415    7.017333058    1.051029643
     1      84    -0.04629    -0.07147    -0.17803    5.494081904    6.479974303    0.985892399
     1      84    -0.00835    -0.07147    -0.26980    4.622898466    5.412992192    0.790093726
     1      84     0.02959     0.15422     0.18904    5.372675717    6.363986264    0.991310547
     1      84     0.06754     0.15422     0.09727    5.982744612    7.020360198    1.037615586
     1      84    -0.12217    -0.07147     0.00551    6.040429392    7.111533725    1.071104333
     1      84    -0.04629    -0.07147     0.00551    5.983095328    7.048537168    1.065441840
     1      84    -0.00835    -0.07147    -0.08626    5.889966964    6.922775732    1.032808767
     1      84     0.02959    -0.07147    -0.17803    5.492542257    6.508511115    1.015968857
     1      84     0.06754    -0.07147    -0.26980    4.624579400    5.416578486    0.791999086
     1      84    -0.12217    -0.07147     0.18904    5.379027796    6.415893987    1.036866191
     1      84    -0.08423    -0.07147     0.09727    5.951214453    6.996520679    1.045306226
     1      84    -0.04629    -0.10908     0.09727    5.921805008    6.951454849    1.029649841
     1      84    -0.00835    -0.10908     0.00551    5.943281900    6.992003782    1.048721882
     1      84     0.02959    -0.10908    -0.08626    5.918799024    6.962876811    1.044077787
     1      84     0.06754    -0.10908    -0.17803    5.496477630    6.532852623    1.036374994
     1      84     0.10548    -0.10908    -0.26980    4.621157315    5.410100792    0.788943477
     1      84    -0.08423    -0.10908     0.18904    5.377655855    6.360268241    0.982612386
     1      84    -0.04629    -0.14670     0.18904    5.374087389    6.333793856    0.959706467
     1      84    -0.00835    -0.14670     0.09727    5.914386045    6.956570334    1.042184289
     1      84     0.02959    -0.14670     0.00551    6.023925908    7.091703985    1.067778077
     1      84     0.06754    -0.14670    -0.08626    6.000160624    7.045486403    1.045325779
     1      84    -0.12217     0.07899    -0.17803    5.499233534    6.507618561    1.008385027
     1      84    -0.08423     0.07899    -0.26980    4.623790645    5.415601854    0.791811208
     1      84    -0.04629     0.04138    -0.26980    4.627549145    5.419700375    0.792151231
     1      84    -0.00835    -0.18431     0.18904    5.371438304    6.415714720    1.044276416
     1      84     0.02959    -0.18431     0.09727    5.991398681    7.021315944    1.029917263
     1      84    -0.16011     0.04138     0.00551    6.067679821    7.152072912    1.084393091
     1      84    -0.12217     0.04138    -0.08626    5.989128111    7.036190704    1.047062592
     1      84    -0.08423     0.04138    -0.17803    5.499226398    6.502651084    1.003424686
     1      84    -0.04629     0.00376    -0.17803    5.495216741    6.531829635    1.036612894
     1      84    -0.00835     0.00376    -0.26980    4.628633611    5.421383001    0.792749391
     1      84    -0.19806     0.00376     0.18904    5.372379872    6.355291472    0.982911599
     1      84    -0.16011     0.00376     0.09727    6.002582366    7.046658222    1.044075856
     1      84    -0.12217     0.00376     0.00551    6.036856141    7.122692352    1.085836212
     1      84    -0.08423     0.00376    -0.08626    5.965674659    7.025390367    1.059715708
     1      84    -0.04629    -0.03385    -0.08626    5.940897277    7.001659861    1.060762584
     1      84    -0.00835    -0.03385    -0.17803    5.491279493    6.512630861    1.021351368
     1      84     0.02959    -0.03385    -0.26980    4.627691571    5.421155504    0.793463933
     1      84    -0.16011    -0.03385     0.18904    5.376382667    6.333699606    0.957316939
     1      84    -0.12217    -0.03385     0.09727    5.977185892    7.026740125    1.049554233
     1      84    -0.08423    -0.03385     0.00551    6.008921497    7.085180565    1.076259069
     1      84    -0.00835    -0.03385     0.00551    5.961281153    7.051003784    1.089722631
     1      84     0.02959    -0.03385    -0.08626    5.930508202    6.977626388    1.047118186
     1      84     0.06754    -0.03385    -0.17803    5.497602937    6.495606500    0.998003563
     1      84     0.10548    -0.03385    -0.26980    4.627533132    5.421369667    0.793836535
     1      84    -0.08423    -0.03385     0.18904    5.380150427    6.396952711    1.016802284
     1      84    -0.04629    -0.03385     0.09727    5.929478811    6.986009233    1.056530422
     1      84    -0.00835    -0.07147     0.09727    5.875778826    6.901863925    1.026085099
     1      84     0.02959    -0.07147     0.00551    5.963893362    7.029125632    1.065232271
     1      84     0.06754    -0.07147    -0.08626    5.952173446    7.010299069    1.058125623
     1      84     0.10548    -0.07147    -0.17803    5.499150493    6.523591703    1.024441210
     1      84    -0.08423    -0.07147     0.28081    4.620304998    5.411117850    0.790812852
     1      84    -0.04629    -0.07147     0.18904    5.375662531    6.310691640    0.935029109
     1      84    -0.00835    -0.10908     0.18904    5.372149094    6.271335083    0.899185989
     1      84     0.02959    -0.10908     0.09727    5.901212105    6.938913021    1.037700916
     1      84     0.06754    -0.10908     0.00551    6.021565911    7.094198029    1.072632119
     1      84     0.10548    -0.10908    -0.08626    5.991489709    7.042627429    1.051137720
     1      84    -0.08423     0.11661    -0.17803    5.497547558    6.501946253    1.004398695
     1      84    -0.04629     0.11661    -0.26980    4.617573508    5.408252673    0.790679165
     1      84    -0.00835     0.07899    -0.26980    4.621791048    5.410954587    0.789163538
     1      84     0.02959    -0.14670     0.18904    5.372714445    6.394033696    1.021319251
     1      84     0.06754    -0.14670     0.09727    5.975053025    7.008336048    1.033283022
     1      84    -0.12217     0.07899     0.00551    6.042588323    7.110542469    1.067954145
     1      84    -0.08423     0.07899    -0.08626    5.967357111    7.015849407    1.048492296
     1      84    -0.04629     0.07899    -0.17803    5.494100883    6.492560919    0.998460037
     1      84    -0.00835     0.04138    -0.17803    5.491224800    6.531232530    1.040007730
     1      84     0.02959     0.04138    -0.26980    4.627024243    5.420341399    0.793317156
     1      84    -0.16011     0.04138     0.18904    5.376345250    6.307403920    0.931058670
     1      84    -0.12217     0.04138     0.09727    5.976859364    7.019761076    1.042901712
     1      84    -0.08423     0.04138     0.00551    6.009617453    7.083265325    1.073647872
     1      84    -0.04629     0.04138    -0.08626    5.938170290    7.001152616    1.062982326
     1      84    -0.00835     0.00376    -0.08626    5.940448981    7.016646747    1.076197766
     1      84     0.02959     0.00376    -0.17803    5.493076639    6.497511735    1.004435097
     1      84     0.06754     0.00376    -0.26980    4.630028318    5.423943544    0.793915226
     1      84    -0.12217     0.00376     0.18904    5.380212560    6.275387253    0.895174693
     1      84    -0.08423     0.00376     0.09727    5.956216176    7.010274517    1.054058340
     1      84    -0.04629     0.00376     0.00551    5.986980266    7.072874518    1.085894252
     1      85     0.02959     0.00376     0.00551    6.224796761    7.305215336    1.080418574
     1      85     0.06754     0.00376    -0.08626    6.096897754    7.122983109    1.026085355
     1      85     0.10548     0.00376    -0.17803    5.899954274    6.953906323    1.053952049
     1      85    -0.08423     0.00376     0.28081    5.873420214    6.900928185    1.027507972
     1      85    -0.04629     0.00376     0.18904    5.878785562    6.926334524    1.047548962
     1      85    -0.00835     0.00376     0.09727    5.999541445    7.045964064    1.046422619
     1      85     0.02959    -0.03385     0.09727    6.019259464    7.048686868    1.029427405
     1      85     0.06754    -0.03385     0.00551    6.210356957    7.293364079    1.083007122
     1      85     0.10548    -0.03385    -0.08626    6.097832528    7.157163564    1.059331035
     1      85     0.14342    -0.03385    -0.17803    5.892152879    6.938856512    1.046703633
     1      85    -0.04629    -0.03385     0.28081    5.858199980    6.881646679    1.023446699
     1      85    -0.00835    -0.03385     0.18904    5.867218194    6.911515505    1.044297310
     1      85     0.02959    -0.07147     0.18904    5.850199344    6.891859131    1.041659787
     1      85     0.06754    -0.07147     0.09727    6.027944469    7.081264708    1.053320239
     1      85     0.10548    -0.07147     0.00551    6.126400939    7.184522028    1.058121089
     1      85     0.14342    -0.07147    -0.08626    6.027831042    7.090918383    1.063087341
     1      85    -0.04629     0.15422    -0.17803    5.879210015    6.918769082    1.039559068
     1      85    -0.00835    -0.07147     0.28081    5.836491149    6.869330548    1.032839399
     1      85     0.02959     0.11661    -0.26980    5.830507210    6.860264492    1.029757282
     1      85     0.06754    -0.10908     0.18904    5.827185623    6.868323622    1.041137998
     1      85     0.10548    -0.10908     0.09727    6.001095417    7.066704160    1.065608743
     1      85    -0.08423     0.11661     0.00551    6.087252959    7.143151352    1.055898393
     1      85    -0.04629     0.11661    -0.08626    6.046843766    7.090152936    1.043309170
     1      85    -0.00835     0.11661    -0.17803    5.874484488    6.934666296    1.060181808
     1      85     0.02959     0.07899    -0.17803    5.857376768    6.903458461    1.046081693
     1      85     0.06754     0.07899    -0.26980    5.826843853    6.849646695    1.022802842
     1      85    -0.12217     0.07899     0.18904    5.826224832    6.860106076    1.033881244
     1      85    -0.08423     0.07899     0.09727    6.021133180    7.069813071    1.048679890
     1      85    -0.04629     0.07899     0.00551    6.159564910    7.241583216    1.082018306
     1      85    -0.00835     0.07899    -0.08626    6.078479986    7.129677927    1.051197942
     1      85     0.02959     0.04138    -0.08626    6.068025672    7.123466136    1.055440463
     1      85     0.06754     0.04138    -0.17803    5.870212798    6.923792007    1.053579209
     1      85     0.10548     0.04138    -0.26980    5.848878232    6.882190719    1.033312487
     1      85    -0.08423     0.04138     0.18904    5.859070773    6.892692011    1.033621238
     1      85    -0.04629     0.04138     0.09727    6.028599398    7.084169038    1.055569641
     1      85    -0.00835     0.04138     0.00551    6.217234240    7.293001089    1.075766849
     1      85     0.06754     0.04138     0.00551    6.197427756    7.280324747    1.082896992
     1      85     0.10548     0.04138    -0.08626    6.086916316    7.137910218    1.050993902
     1      85     0.14342     0.04138    -0.17803    5.884748966    6.925720468    1.040971501
     1      85    -0.04629     0.04138     0.28081    5.852703174    6.875043329    1.022340156
     1      85    -0.00835     0.04138     0.18904    5.864250760    6.908110429    1.043859668
     1      85     0.02959     0.04138     0.09727    6.022509601    7.064488372    1.041978771
     1      85     0.06754     0.00376     0.09727    6.043938741    7.060912589    1.016973847
     1      85     0.10548     0.00376     0.00551    6.252300253    7.372108282    1.119808029
     1      85     0.14342     0.00376    -0.08626    6.132550813    7.199555797    1.067004984
     1      85     0.18136     0.00376    -0.17803    5.924129302    6.967980943    1.043851640
     1      85    -0.00835     0.00376     0.28081    5.872254946    6.897242201    1.024987255
     1      85     0.02959     0.00376     0.18904    5.876280662    6.919659199    1.043378538
     1      85     0.06754    -0.03385     0.18904    5.866438961    6.914102435    1.047663475
     1      85     0.10548    -0.03385     0.09727    6.059008498    7.103999910    1.044991411
     1      85     0.14342    -0.03385     0.00551    6.176927845    7.265331286    1.088403441
     1      85     0.18136    -0.03385    -0.08626    6.060062089    7.135783987    1.075721898
     1      85    -0.00835     0.19184    -0.17803    5.919080922    6.952031652    1.032950730
     1      85     0.02959    -0.03385     0.28081    5.858871346    6.885646686    1.026775340
     1      85     0.06754    -0.07147     0.28081    5.830651344    6.853116897    1.022465553
     1      85     0.10548    -0.07147     0.18904    5.830160339    6.864830593    1.034670254
     1      85     0.14342    -0.07147     0.09727    6.011439904    7.070839920    1.059400016
     1      85    -0.04629     0.15422     0.00551    6.103753972    7.179126879    1.075372906
     1      85    -0.00835     0.15422    -0.08626    6.076708321    7.122365644    1.045657323
     1      85     0.02959     0.15422    -0.17803    5.889543916    6.937905145    1.048361229
     1      85     0.06754     0.11661    -0.17803    5.846499761    6.893658600    1.047158839
     1      85     0.10548     0.11661    -0.26980    5.820678919    6.843825455    1.023146536
     1      85    -0.08423     0.11661     0.18904    5.820007553    6.853834555    1.033827002
     1      85    -0.04629     0.11661     0.09727    6.025045360    7.068329270    1.043283910
     1      85    -0.00835     0.11661     0.00551    6.189376010    7.260691342    1.071315331
     1      85     0.02959     0.11661    -0.08626    6.062489933    7.118805837    1.056315904
     1      85     0.06754     0.07899    -0.08626    6.052047311    7.111900424    1.059853113
     1      85     0.10548     0.07899    -0.17803    5.843007806    6.884831160    1.041823355
     1      85    -0.08423     0.07899     0.28081    5.825434548    6.850126252    1.024691704
     1      85    -0.04629     0.07899     0.18904    5.841879890    6.879716733    1.037836844
     1      85    -0.00835     0.07899     0.09727    6.037393315    7.080173812    1.042780498
     1      85     0.02959     0.07899     0.00551    6.180457171    7.259645518    1.079188347
     1      85     0.10548     0.07899     0.00551    6.114463922    7.164893531    1.050429609
     1      85     0.14342     0.07899    -0.08626    6.019117863    7.082106893    1.062989030
     1      85    -0.04629    -0.14670    -0.17803    5.874144750    6.915265475    1.041120725
     1      85    -0.00835     0.07899     0.28081    5.833636158    6.864246273    1.030610114
     1      85     0.02959     0.07899     0.18904    5.848420861    6.892625458    1.044204596
     1      85     0.06754     0.07899     0.09727    6.025029151    7.074440554    1.049411403
     1      85     0.10548     0.04138     0.09727    6.051732741    7.090233465    1.038500724
     1      85     0.14342     0.04138     0.00551    6.161358384    7.243780723    1.082422339
     1      85     0.18136     0.04138    -0.08626    6.048564617    7.130214917    1.081650301
     1      85    -0.00835    -0.18431    -0.17803    5.914675722    6.947220115    1.032544393
     1      85     0.02959     0.04138     0.28081    5.853672197    6.879503119    1.025830922
     1      85     0.06754     0.04138     0.18904    5.860133511    6.905218298    1.045084787
     1      85     0.10548     0.00376     0.18904    5.893371709    6.938163965    1.044792256
     1      85     0.14342     0.00376     0.09727    6.081026993    7.123543500    1.042516507
     1      85     0.18136     0.00376     0.00551    6.189682287    7.288394784    1.098712497
     1      85     0.21930     0.00376    -0.08626    6.047774190    7.103303968    1.055529778
     1      85    -0.19806     0.00376    -0.17803    5.927895569    6.973063903    1.045168334
     1      85     0.06754     0.00376     0.28081    5.873222236    6.911270478    1.038048242
     1      85    -0.12217    -0.03385    -0.26980    5.855465984    6.886269848    1.030803864
     1      85     0.14342    -0.03385     0.18904    5.877884906    6.919724800    1.041839894
     1      85     0.18136    -0.03385     0.09727    6.033637375    7.097775145    1.064137771
     1      85    -0.00835     0.19184     0.00551    6.133743225    7.196588276    1.062845052
     1      85     0.02959     0.19184    -0.08626    6.049733304    7.112754535    1.063021231
     1      85    -0.16011    -0.03385    -0.17803    5.899316824    6.951432058    1.052115235
     1      85    -0.12217    -0.07147    -0.17803    5.850114128    6.893609212    1.043495085
     1      85    -0.08423    -0.07147    -0.26980    5.828304873    6.851818675    1.023513802
     1      85    -0.04629     0.15422     0.18904    5.861653523    6.895900874    1.034247351
     1      85    -0.00835     0.15422     0.09727    6.053871279    7.106136924    1.052265645
     1      85     0.02959     0.15422     0.00551    6.126444592    7.203001373    1.076556780
     1      85     0.06754     0.15422    -0.08626    6.022449207    7.096580111    1.074130904
     1      85     0.10548     0.11661    -0.08626    6.010514860    7.079579866    1.069065005
     1      85    -0.08423    -0.10908    -0.17803    5.838374476    6.880411746    1.042037270
     1      85    -0.04629    -0.10908    -0.26980    5.827967403    6.863715700    1.035748297
     1      85    -0.00835     0.11661     0.18904    5.865605945    6.911540001    1.045934056
     1      85     0.02959     0.11661     0.09727    6.036181976    7.088003165    1.051821189
     1      85     0.06754     0.11661     0.00551    6.100401893    7.181167484    1.080765591
     1      85    -0.08423    -0.10908     0.00551    6.092704122    7.150440465    1.057736343
     1      85    -0.04629    -0.10908    -0.08626    6.049695197    7.091636597    1.041941400
     1      85    -0.00835    -0.10908    -0.17803    5.869228661    6.920067609    1.050838948
     1      85     0.02959    -0.10908    -0.26980    5.830824788    6.861041914    1.030217126
     1      85     0.06754     0.11661     0.18904    5.828285214    6.869002556    1.040717342
     1      85     0.10548     0.11661     0.09727    6.000176778    7.065857121    1.065680343
     1      85     0.14342     0.07899     0.09727    6.006666596    7.065273139    1.058606543
     1      85    -0.04629    -0.14670     0.00551    6.106707453    7.183419167    1.076711714
     1      85    -0.00835    -0.14670    -0.08626    6.079228073    7.131291067    1.052062994
     1      85     0.02959    -0.14670    -0.17803    5.885055406    6.938726473    1.053671067
     1      85     0.06754     0.07899     0.28081    5.827394511    6.850655866    1.023261355
     1      85     0.10548     0.07899     0.18904    5.824768886    6.858440299    1.033671413
     1      85     0.14342     0.04138     0.18904    5.869360020    6.904755278    1.035395258
     1      85     0.18136     0.04138     0.09727    6.028783879    7.102331011    1.073547132
     1      85    -0.00835    -0.18431     0.00551    6.139662940    7.204177595    1.064514655
     1      85     0.02959    -0.18431    -0.08626    6.048100592    7.115226197    1.067125605
     1      85    -0.16011     0.04138    -0.17803    5.892373843    6.945389916    1.053016073
     1      85    -0.12217     0.04138    -0.26980    5.849084573    6.882104606    1.033020033
     1      85    -0.08423     0.00376    -0.26980    5.872280745    6.900296450    1.028015705
