# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1      78     0.06754    -0.07147     0.09727    1.087308663    0.103728942   -0.983579722
     1      78     0.10548    -0.07147     0.00551    1.077963796    0.102079245   -0.975884551
     1      78     0.14342    -0.07147    -0.08626    1.054131331    0.058691749   -0.995439582
     1      78    -0.04629     0.15422    -0.17803    1.094496119    0.120214757   -0.974281362
     1      78    -0.00835    -0.07147     0.28081    1.025191180    0.006883562   -1.018307618
     1      78     0.02959     0.11661    -0.26980    1.031561862    0.015644931   -1.015916931
     1      78     0.06754    -0.10908     0.18904    1.091003886    0.141282972   -0.949720914
     1      78     0.10548    -0.10908     0.09727    1.043789545    0.054083523   -0.989706022
     1      78    -0.08423     0.11661     0.00551    1.080208548    0.101972158   -0.978236391
     1      78    -0.04629     0.11661    -0.08626    1.081719654    0.094152128   -0.987567526
     1      78    -0.00835     0.11661    -0.17803    1.111617449    0.133946262   -0.977671187
     1      78     0.02959     0.07899    -0.17803    1.106191352    0.168879762   -0.937311591
     1      78     0.06754     0.07899    -0.26980    1.051236816    0.054289328   -0.996947488
     1      78    -0.12217     0.07899     0.18904    1.072706521    0.077566673   -0.995139847
     1      78    -0.08423     0.07899     0.09727    1.070840662    0.082701298   -0.988139364
     1      78    -0.04629     0.07899     0.00551    1.084508002    0.105415323   -0.979092679
     1      78    -0.00835     0.07899    -0.08626    1.102293357    0.146603974   -0.955689382
     1      78     0.02959     0.04138    -0.08626    1.114006088    0.172971463   -0.941034626
     1      78     0.06754     0.04138    -0.17803    1.097183090    0.151714914   -0.945468176
     1      78     0.10548     0.04138    -0.26980    1.066117153    0.073710782   -0.992406370
     1      78    -0.08423     0.04138     0.18904    1.089415540    0.111499665   -0.977915875
     1      78    -0.04629     0.04138     0.09727    1.115453142    0.169947834   -0.945505307
     1      78    -0.00835     0.04138     0.00551    1.092914750    0.117674078   -0.975240671
     1      78     0.06754     0.04138     0.00551    1.080494719    0.099184341   -0.981310378
     1      78     0.10548     0.04138    -0.08626    1.080721479    0.084892324   -0.995829155
     1      78     0.14342     0.04138    -0.17803    1.071700485    0.078708509   -0.992991976
     1      78    -0.04629     0.04138     0.28081    1.046986879    0.050311140   -0.996675739
     1      78    -0.00835     0.04138     0.18904    1.100124676    0.162820413   -0.937304263
     1      78     0.02959     0.04138     0.09727    1.115625431    0.182039531   -0.933585899
     1      78     0.06754     0.00376     0.09727    1.116615671    0.187490105   -0.929125566
     1      78     0.10548     0.00376     0.00551    1.071984617    0.032666872   -1.039317746
     1      78     0.14342     0.00376    -0.08626    1.087149061    0.119021743   -0.968127318
     1      78     0.18136     0.00376    -0.17803    1.062900319    0.071198674   -0.991701645
     1      78    -0.00835     0.00376     0.28081    1.034426303    0.047069612   -0.987356691
     1      78     0.02959     0.00376     0.18904    1.097694037    0.155440322   -0.942253715
     1      78     0.06754    -0.03385     0.18904    1.092872708    0.140482072   -0.952390636
     1      78     0.10548    -0.03385     0.09727    1.094482913    0.091986787   -1.002496125
     1      78     0.14342    -0.03385     0.00551    1.059303207    0.056795797   -1.002507411
     1      78     0.18136    -0.03385    -0.08626    1.073049487    0.083676778   -0.989372709
     1      78    -0.00835     0.19184    -0.17803    1.098579950    0.099022016   -0.999557933
     1      78     0.02959    -0.03385     0.28081    1.039779431    0.048530026   -0.991249405
     1      78     0.06754    -0.07147     0.28081    1.050000161    0.053244092   -0.996756069
     1      78     0.10548    -0.07147     0.18904    1.080817726    0.091531524   -0.989286202
     1      78     0.14342    -0.07147     0.09727    1.053833239    0.055843705   -0.997989535
     1      78    -0.04629     0.15422     0.00551    1.060021720    0.056186889   -1.003834831
     1      78    -0.00835     0.15422    -0.08626    1.092861524    0.124851577   -0.968009947
     1      78     0.02959     0.15422    -0.17803    1.104867973    0.111381703   -0.993486270
     1      78     0.06754     0.11661    -0.17803    1.094364171    0.140942393   -0.953421778
     1      78     0.10548     0.11661    -0.26980    1.049145066    0.051850305   -0.997294761
     1      78    -0.08423     0.11661     0.18904    1.081202193    0.114217104   -0.966985088
     1      78    -0.04629     0.11661     0.09727    1.085088974    0.096713972   -0.988375002
     1      78    -0.00835     0.11661     0.00551    1.068705862    0.074474427   -0.994231435
     1      78     0.02959     0.11661    -0.08626    1.089851764    0.109837144   -0.980014620
     1      78     0.06754     0.07899    -0.08626    1.077314188    0.095138115   -0.982176072
     1      78     0.10548     0.07899    -0.17803    1.081866695    0.085841743   -0.996024952
     1      78    -0.08423     0.07899     0.28081    1.053700283    0.057209717   -0.996490566
     1      78    -0.04629     0.07899     0.18904    1.098156610    0.134751165   -0.963405445
     1      78    -0.00835     0.07899     0.09727    1.107083695    0.159853117   -0.947230578
     1      78     0.02959     0.07899     0.00551    1.083500214    0.101275951   -0.982224263
     1      78     0.10548     0.07899     0.00551    1.079895483    0.105200595   -0.974694888
     1      78     0.14342     0.07899    -0.08626    1.054866046    0.059213484   -0.995652562
     1      78    -0.04629    -0.14670    -0.17803    1.097625421    0.129323357   -0.968302064
     1      78    -0.00835     0.07899     0.28081    1.023922939    0.001317849   -1.022605090
     1      78     0.02959     0.07899     0.18904    1.100973921    0.155704044   -0.945269877
     1      78     0.06754     0.07899     0.09727    1.082815323    0.097175741   -0.985639581
     1      78     0.10548     0.04138     0.09727    1.086815252    0.086365422   -1.000449830
     1      78     0.14342     0.04138     0.00551    1.060646983    0.057924663   -1.002722320
     1      78     0.18136     0.04138    -0.08626    1.074337573    0.087383369   -0.986954204
     1      78    -0.00835    -0.18431    -0.17803    1.103108976    0.106216139   -0.996892836
     1      78     0.02959     0.04138     0.28081    1.038592176    0.045914697   -0.992677480
     1      78     0.06754     0.04138     0.18904    1.092946773    0.133657139   -0.959289635
     1      78     0.10548     0.00376     0.18904    1.085167231    0.100905957   -0.984261273
     1      78     0.14342     0.00376     0.09727    1.083257082    0.111521400   -0.971735682
     1      78     0.18136     0.00376     0.00551    1.052036851    0.077416278   -0.974620573
     1      78     0.21930     0.00376    -0.08626    1.069305748    0.054205078   -1.015100671
     1      78    -0.19806     0.00376    -0.17803    1.074406206    0.047370074   -1.027036132
     1      78     0.06754     0.00376     0.28081    1.060116114    0.063552081   -0.996564034
     1      78    -0.12217    -0.03385    -0.26980    1.066857470    0.074849573   -0.992007897
     1      78     0.14342    -0.03385     0.18904    1.071961291    0.084427502   -0.987533789
     1      78     0.18136    -0.03385     0.09727    1.073534997    0.073074231   -1.000460766
     1      78    -0.00835     0.19184     0.00551    1.047530330    0.034586826   -1.012943504
     1      78     0.02959     0.19184    -0.08626    1.079156111    0.094080646   -0.985075465
     1      78    -0.16011    -0.03385    -0.17803    1.067931665    0.075877204   -0.992054461
     1      78    -0.12217    -0.07147    -0.17803    1.074890903    0.075910098   -0.998980806
     1      78    -0.08423    -0.07147    -0.26980    1.057377089    0.060774040   -0.996603049
     1      78    -0.04629     0.15422     0.18904    1.090291833    0.109390644   -0.980901188
     1      78    -0.00835     0.15422     0.09727    1.097398121    0.127017237   -0.970380885
     1      78     0.02959     0.15422     0.00551    1.057586016    0.056456969   -1.001129047
     1      78     0.06754     0.15422    -0.08626    1.065718291    0.077771599   -0.987946691
     1      78     0.10548     0.11661    -0.08626    1.045007325    0.066194354   -0.978812971
     1      78    -0.08423    -0.10908    -0.17803    1.086381042    0.121635977   -0.964745065
     1      78    -0.04629    -0.10908    -0.26980    1.037389369    0.038373218   -0.999016152
     1      78    -0.00835     0.11661     0.18904    1.105547091    0.107233985   -0.998313106
     1      78     0.02959     0.11661     0.09727    1.093538942    0.110429514   -0.983109428
     1      78     0.06754     0.11661     0.00551    1.076914721    0.086193735   -0.990720986
     1      78    -0.08423    -0.10908     0.00551    1.082062363    0.105400699   -0.976661664
     1      78    -0.04629    -0.10908    -0.08626    1.082427854    0.094446616   -0.987981238
     1      78    -0.00835    -0.10908    -0.17803    1.110980270    0.148320094   -0.962660176
     1      78     0.02959    -0.10908    -0.26980    1.033126414    0.017748281   -1.015378133
     1      78     0.06754     0.11661     0.18904    1.089672403    0.138213882   -0.951458521
     1      78     0.10548     0.11661     0.09727    1.042807887    0.051853494   -0.990954393
     1      78     0.14342     0.07899     0.09727    1.054697053    0.057458477   -0.997238577
     1      78    -0.04629    -0.14670     0.00551    1.062364704    0.058638175   -1.003726529
     1      78    -0.00835    -0.14670    -0.08626    1.093998854    0.124722745   -0.969276110
     1      78     0.02959    -0.14670    -0.17803    1.106938529    0.126866178   -0.980072351
     1      78     0.06754     0.07899     0.28081    1.048015873    0.051281610   -0.996734263
     1      78     0.10548     0.07899     0.18904    1.079588220    0.088223926   -0.991364294
     1      78     0.14342     0.04138     0.18904    1.070906788    0.079607353   -0.991299434
     1      78     0.18136     0.04138     0.09727    1.075411464    0.079889751   -0.995521714
     1      78    -0.00835    -0.18431     0.00551    1.048779664    0.038008585   -1.010771079
     1      78     0.02959    -0.18431    -0.08626    1.081029077    0.099829087   -0.981199990
     1      78    -0.16011     0.04138    -0.17803    1.068710471    0.069675930   -0.999034541
     1      78    -0.12217     0.04138    -0.26980    1.065824888    0.073268259   -0.992556629
     1      78    -0.08423     0.00376    -0.26980    1.066286320    0.074234417   -0.992051903
     1      78     0.18136     0.00376     0.18904    1.061769272    0.078085774   -0.983683498
     1      78     0.21930     0.00376     0.09727    1.071443302    0.065971368   -1.005471933
     1      78    -0.19806     0.00376     0.00551    1.051396170    0.027241930   -1.024154239
     1      78    -0.16011     0.00376    -0.08626    1.076935732    0.102744679   -0.974191053
     1      78    -0.12217     0.00376    -0.17803    1.082893861    0.099060991   -0.983832870
     1      78    -0.08423    -0.03385    -0.17803    1.093163860    0.132327934   -0.960835926
     1      78    -0.04629    -0.03385    -0.26980    1.052363119    0.055974340   -0.996388780
     1      78    -0.00835     0.19184     0.18904    1.099196399    0.096338826   -1.002857572
     1      78     0.02959     0.19184     0.09727    1.080297515    0.085842661   -0.994454854
     1      78    -0.16011    -0.03385     0.00551    1.055427315    0.051662374   -1.003764941
     1      78    -0.12217    -0.03385    -0.08626    1.075905020    0.077068731   -0.998836289
     1      78    -0.08423    -0.07147    -0.08626    1.069967324    0.085947083   -0.984020241
     1      78    -0.04629    -0.07147    -0.17803    1.102806908    0.147624480   -0.955182428
     1      78    -0.00835    -0.07147    -0.26980    1.036101713    0.017628401   -1.018473312
     1      78     0.02959     0.15422     0.18904    1.099189271    0.103953510   -0.995235761
     1      78     0.06754     0.15422     0.09727    1.066795755    0.077629050   -0.989166705
     1      78    -0.12217    -0.07147     0.00551    1.073814980    0.098658120   -0.975156859
     1      78    -0.04629    -0.07147     0.00551    1.085781090    0.105463600   -0.980317490
     1      78    -0.00835    -0.07147    -0.08626    1.104317608    0.149073549   -0.955244059
     1      78     0.02959    -0.07147    -0.17803    1.105601433    0.166157115   -0.939444318
     1      78     0.06754    -0.07147    -0.26980    1.053016292    0.056049553   -0.996966739
     1      78    -0.12217    -0.07147     0.18904    1.073946606    0.079868036   -0.994078570
     1      78    -0.08423    -0.07147     0.09727    1.075608414    0.089952009   -0.985656404
     1      78    -0.04629    -0.10908     0.09727    1.086139290    0.097524699   -0.988614591
     1      78    -0.00835    -0.10908     0.00551    1.071515040    0.077300293   -0.994214747
     1      78     0.02959    -0.10908    -0.08626    1.090479850    0.110157142   -0.980322708
     1      78     0.06754    -0.10908    -0.17803    1.095990823    0.146350324   -0.949640498
     1      78     0.10548    -0.10908    -0.26980    1.049613350    0.052418609   -0.997194741
     1      78    -0.08423    -0.10908     0.18904    1.083208310    0.117924485   -0.965283825
     1      78    -0.04629    -0.14670     0.18904    1.092804268    0.118823911   -0.973980357
     1      78    -0.00835    -0.14670     0.09727    1.098423565    0.128507390   -0.969916175
     1      78     0.02959    -0.14670     0.00551    1.059891550    0.059776244   -1.000115305
     1      78     0.06754    -0.14670    -0.08626    1.066420117    0.077753258   -0.988666859
     1      78    -0.12217     0.07899    -0.17803    1.073249384    0.073203580   -1.000045804
     1      78    -0.08423     0.07899    -0.26980    1.055527225    0.058953442   -0.996573783
     1      78    -0.04629     0.04138    -0.26980    1.051365917    0.054906820   -0.996459097
     1      78    -0.00835    -0.18431     0.18904    1.101893032    0.103283010   -0.998610021
     1      78     0.02959    -0.18431     0.09727    1.082865563    0.095908290   -0.986957272
     1      78    -0.16011     0.04138     0.00551    1.056736158    0.052833962   -1.003902196
     1      78    -0.12217     0.04138    -0.08626    1.066339827    0.069863361   -0.996476466
     1      78    -0.08423     0.04138    -0.17803    1.093134729    0.120424009   -0.972710720
     1      78    -0.04629     0.00376    -0.17803    1.100547880    0.172592851   -0.927955029
     1      78    -0.00835     0.00376    -0.26980    1.043385159    0.055688289   -0.987696871
     1      78    -0.19806     0.00376     0.18904    1.073668826    0.045795447   -1.027873378
     1      78    -0.16011     0.00376     0.09727    1.072441344    0.098315934   -0.974125410
     1      78    -0.12217     0.00376     0.00551    1.067384731    0.028075308   -1.039309423
     1      78    -0.08423     0.00376    -0.08626    1.115195791    0.179573068   -0.935622724
     1      78    -0.04629    -0.03385    -0.08626    1.116224402    0.167726195   -0.948498206
     1      78    -0.00835    -0.03385    -0.17803    1.104889416    0.167451959   -0.937437457
     1      78     0.02959    -0.03385    -0.26980    1.046362342    0.054629442   -0.991732899
     1      78    -0.16011    -0.03385     0.18904    1.067073398    0.075605057   -0.991468340
     1      78    -0.12217    -0.03385     0.09727    1.080278489    0.077516444   -1.002762045
     1      78    -0.08423    -0.03385     0.00551    1.075005814    0.087752773   -0.987253041
     1      78    -0.00835    -0.03385     0.00551    1.093857016    0.119786641   -0.974070375
     1      78     0.02959    -0.03385    -0.08626    1.116057327    0.180877118   -0.935180209
     1      78     0.06754    -0.03385    -0.17803    1.097056448    0.156039443   -0.941017006
     1      78     0.10548    -0.03385    -0.26980    1.067123118    0.075262137   -0.991860981
     1      78    -0.08423    -0.03385     0.18904    1.089517194    0.123345467   -0.966171727
     1      78    -0.04629    -0.03385     0.09727    1.116744359    0.175853241   -0.940891119
     1      78    -0.00835    -0.07147     0.09727    1.108995222    0.170434473   -0.938560749
     1      78     0.02959    -0.07147     0.00551    1.085562798    0.104462228   -0.981100570
     1      78     0.06754    -0.07147    -0.08626    1.081050965    0.101837238   -0.979213728
     1      78     0.10548    -0.07147    -0.17803    1.083389315    0.089978994   -0.993410321
     1      78    -0.08423    -0.07147     0.28081    1.055686595    0.059281582   -0.996405012
     1      78    -0.04629    -0.07147     0.18904    1.097840558    0.130682093   -0.967158465
     1      78    -0.00835    -0.10908     0.18904    1.105122971    0.118258762   -0.986864209
     1      78     0.02959    -0.10908     0.09727    1.094393084    0.110993637   -0.983399447
     1      78     0.06754    -0.10908     0.00551    1.079304005    0.093953836   -0.985350170
     1      78     0.10548    -0.10908    -0.08626    1.045533796    0.066939230   -0.978594566
     1      78    -0.08423     0.11661    -0.17803    1.083837033    0.116144179   -0.967692853
     1      78    -0.04629     0.11661    -0.26980    1.035609249    0.035541947   -1.000067303
     1      78    -0.00835     0.07899    -0.26980    1.034922978    0.012469119   -1.022453859
     1      78     0.02959    -0.14670     0.18904    1.100673275    0.116241428   -0.984431847
     1      78     0.06754    -0.14670     0.09727    1.067686640    0.078082324   -0.989604316
     1      78    -0.12217     0.07899     0.00551    1.076044020    0.102476152   -0.973567868
     1      78    -0.08423     0.07899    -0.08626    1.066157312    0.078845239   -0.987312073
     1      78    -0.04629     0.07899    -0.17803    1.103243971    0.150579317   -0.952664655
     1      78    -0.00835     0.04138    -0.17803    1.105273582    0.172313412   -0.932960170
     1      78     0.02959     0.04138    -0.26980    1.045415703    0.052528641   -0.992887062
     1      78    -0.16011     0.04138     0.18904    1.067589534    0.070376911   -0.997212623
     1      78    -0.12217     0.04138     0.09727    1.071816397    0.070890897   -1.000925500
     1      78    -0.08423     0.04138     0.00551    1.076300366    0.090772935   -0.985527431
     1      78    -0.04629     0.04138    -0.08626    1.112942246    0.157395599   -0.955546647
     1      78    -0.00835     0.00376    -0.08626    1.120065575    0.176243778   -0.943821797
     1      78     0.02959     0.00376    -0.17803    1.102682023    0.166798754   -0.935883269
     1      78     0.06754     0.00376    -0.26980    1.061893477    0.065161636   -0.996731840
     1      78    -0.12217     0.00376     0.18904    1.080939084    0.093347754   -0.987591330
     1      78    -0.08423     0.00376     0.09727    1.113017249    0.179670853   -0.933346396
     1      78    -0.04629     0.00376     0.00551    1.082447780    0.111344575   -0.971103205
     1      79     0.02959     0.00376     0.00551    1.106999833    0.135493138   -0.971506694
     1      79     0.06754     0.00376    -0.08626    1.133328799    0.160758467   -0.972570332
     1      79     0.10548     0.00376    -0.17803    1.152926102    0.182299169   -0.970626933
     1      79    -0.08423     0.00376     0.28081    1.135780062    0.099455211   -1.036324851
     1      79    -0.04629     0.00376     0.18904    1.167875673    0.193657197   -0.974218476
     1      79    -0.00835     0.00376     0.09727    1.151612570    0.189719958   -0.961892612
     1      79     0.02959    -0.03385     0.09727    1.134234540    0.171088630   -0.963145911
     1      79     0.06754    -0.03385     0.00551    1.120722598    0.161467362   -0.959255236
     1      79     0.10548    -0.03385    -0.08626    1.114698207    0.167312114   -0.947386094
     1      79     0.14342    -0.03385    -0.17803    1.131380374    0.164528386   -0.966851988
     1      79    -0.04629    -0.03385     0.28081    1.139085422    0.121940448   -1.017144974
     1      79    -0.00835    -0.03385     0.18904    1.168275393    0.195681466   -0.972593927
     1      79     0.02959    -0.07147     0.18904    1.154328813    0.167310352   -0.987018461
     1      79     0.06754    -0.07147     0.09727    1.115360557    0.170541210   -0.944819348
     1      79     0.10548    -0.07147     0.00551    1.128053779    0.178004685   -0.950049094
     1      79     0.14342    -0.07147    -0.08626    1.116205978    0.158344217   -0.957861761
     1      79    -0.04629     0.15422    -0.17803    1.119668574    0.145518307   -0.974150267
     1      79    -0.00835    -0.07147     0.28081    1.155996117    0.161777528   -0.994218590
     1      79     0.02959     0.11661    -0.26980    1.166033733    0.173189485   -0.992844248
     1      79     0.06754    -0.10908     0.18904    1.123786746    0.140101326   -0.983685420
     1      79     0.10548    -0.10908     0.09727    1.117974713    0.155406967   -0.962567746
     1      79    -0.08423     0.11661     0.00551    1.126000845    0.177128292   -0.948872553
     1      79    -0.04629     0.11661    -0.08626    1.114678577    0.171511521   -0.943167056
     1      79    -0.00835     0.11661    -0.17803    1.140455926    0.153921234   -0.986534693
     1      79     0.02959     0.07899    -0.17803    1.147578655    0.166595192   -0.980983463
     1      79     0.06754     0.07899    -0.26980    1.153535670    0.137093822   -1.016441848
     1      79    -0.12217     0.07899     0.18904    1.118384007    0.160895230   -0.957488777
     1      79    -0.08423     0.07899     0.09727    1.115967374    0.162089759   -0.953877615
     1      79    -0.04629     0.07899     0.00551    1.115606801    0.154578973   -0.961027827
     1      79    -0.00835     0.07899    -0.08626    1.106951217    0.160150110   -0.946801107
     1      79     0.02959     0.04138    -0.08626    1.121131315    0.160782979   -0.960348336
     1      79     0.06754     0.04138    -0.17803    1.151422980    0.174303534   -0.977119446
     1      79     0.10548     0.04138    -0.26980    1.141420271    0.107071117   -1.034349155
     1      79    -0.08423     0.04138     0.18904    1.148118659    0.173261434   -0.974857224
     1      79    -0.04629     0.04138     0.09727    1.123703287    0.172446555   -0.951256731
     1      79    -0.00835     0.04138     0.00551    1.101000189    0.130725437   -0.970274752
     1      79     0.06754     0.04138     0.00551    1.119685601    0.160420658   -0.959264943
     1      79     0.10548     0.04138    -0.08626    1.114996115    0.165380394   -0.949615721
     1      79     0.14342     0.04138    -0.17803    1.127867692    0.167342645   -0.960525048
     1      79    -0.04629     0.04138     0.28081    1.141588625    0.124275504   -1.017313121
     1      79    -0.00835     0.04138     0.18904    1.166798614    0.198059632   -0.968738982
     1      79     0.02959     0.04138     0.09727    1.128406712    0.164443440   -0.963963272
     1      79     0.06754     0.00376     0.09727    1.140417067    0.167913103   -0.972503964
     1      79     0.10548     0.00376     0.00551    1.141243476    0.213203452   -0.928040025
     1      79     0.14342     0.00376    -0.08626    1.101737896    0.088068161   -1.013669735
     1      79     0.18136     0.00376    -0.17803    1.127526900    0.114754932   -1.012771968
     1      79    -0.00835     0.00376     0.28081    1.131690954    0.088560575   -1.043130379
     1      79     0.02959     0.00376     0.18904    1.170112903    0.182798455   -0.987314447
     1      79     0.06754    -0.03385     0.18904    1.156870483    0.170968209   -0.985902274
     1      79     0.10548    -0.03385     0.09727    1.114537842    0.171979352   -0.942558490
     1      79     0.14342    -0.03385     0.00551    1.154058166    0.232187689   -0.921870477
     1      79     0.18136    -0.03385    -0.08626    1.098565059    0.119100765   -0.979464294
     1      79    -0.00835     0.19184    -0.17803    1.114742997    0.124478821   -0.990264177
     1      79     0.02959    -0.03385     0.28081    1.139176365    0.113834225   -1.025342140
     1      79     0.06754    -0.07147     0.28081    1.150092091    0.133554948   -1.016537142
     1      79     0.10548    -0.07147     0.18904    1.124615521    0.166045924   -0.958569597
     1      79     0.14342    -0.07147     0.09727    1.114750794    0.160132606   -0.954618188
     1      79    -0.04629     0.15422     0.00551    1.152384737    0.234150003   -0.918234734
     1      79    -0.00835     0.15422    -0.08626    1.104365320    0.116114140   -0.988251180
     1      79     0.02959     0.15422    -0.17803    1.121708813    0.142920261   -0.978788552
     1      79     0.06754     0.11661    -0.17803    1.115344533    0.137121158   -0.978223375
     1      79     0.10548     0.11661    -0.26980    1.154783944    0.158435650   -0.996348294
     1      79    -0.08423     0.11661     0.18904    1.116569154    0.137573983   -0.978995172
     1      79    -0.04629     0.11661     0.09727    1.115027044    0.173345023   -0.941682021
     1      79    -0.00835     0.11661     0.00551    1.136821150    0.199868867   -0.936952282
     1      79     0.02959     0.11661    -0.08626    1.111225875    0.160689546   -0.950536329
     1      79     0.06754     0.07899    -0.08626    1.116395264    0.168168102   -0.948227162
     1      79     0.10548     0.07899    -0.17803    1.114984670    0.162096254   -0.952888416
     1      79    -0.08423     0.07899     0.28081    1.150296281    0.141600703   -1.008695577
     1      79    -0.04629     0.07899     0.18904    1.145217824    0.153531242   -0.991686582
     1      79    -0.00835     0.07899     0.09727    1.110755969    0.158468930   -0.952287039
     1      79     0.02959     0.07899     0.00551    1.115493563    0.161771868   -0.953721695
     1      79     0.10548     0.07899     0.00551    1.125995810    0.173723972   -0.952271837
     1      79     0.14342     0.07899    -0.08626    1.117313464    0.163040975   -0.954272489
     1      79    -0.04629    -0.14670    -0.17803    1.119465287    0.144017272   -0.975448014
     1      79    -0.00835     0.07899     0.28081    1.159054435    0.169338119   -0.989716316
     1      79     0.02959     0.07899     0.18904    1.151649588    0.166098867   -0.985550721
     1      79     0.06754     0.07899     0.09727    1.115624429    0.172274327   -0.943350101
     1      79     0.10548     0.04138     0.09727    1.113842854    0.169679884   -0.944162970
     1      79     0.14342     0.04138     0.00551    1.152145131    0.231229808   -0.920915323
     1      79     0.18136     0.04138    -0.08626    1.101842425    0.125836670   -0.976005756
     1      79    -0.00835    -0.18431    -0.17803    1.115194982    0.128708318   -0.986486665
     1      79     0.02959     0.04138     0.28081    1.142064483    0.119234945   -1.022829538
     1      79     0.06754     0.04138     0.18904    1.153797361    0.165411967   -0.988385393
     1      79     0.10548     0.00376     0.18904    1.153643425    0.154356346   -0.999287078
     1      79     0.14342     0.00376     0.09727    1.108674143    0.096564300   -1.012109843
     1      79     0.18136     0.00376     0.00551    1.170292005    0.253087850   -0.917204155
     1      79     0.21930     0.00376    -0.08626    1.078585931    0.059168755   -1.019417176
     1      79    -0.19806     0.00376    -0.17803    1.121196000    0.104293170   -1.016902830
     1      79     0.06754     0.00376     0.28081    1.134685329    0.120014984   -1.014670345
     1      79    -0.12217    -0.03385    -0.26980    1.139657836    0.100307645   -1.039350191
     1      79     0.14342    -0.03385     0.18904    1.133993938    0.160757078   -0.973236860
     1      79     0.18136    -0.03385     0.09727    1.100717668    0.117163483   -0.983554186
     1      79    -0.00835     0.19184     0.00551    1.171506132    0.268524549   -0.902981583
     1      79     0.02959     0.19184    -0.08626    1.094394680    0.116191523   -0.978203157
     1      79    -0.16011    -0.03385    -0.17803    1.128094200    0.130921615   -0.997172585
     1      79    -0.12217    -0.07147    -0.17803    1.115794711    0.168686680   -0.947108031
     1      79    -0.08423    -0.07147    -0.26980    1.149345255    0.138387742   -1.010957512
     1      79    -0.04629     0.15422     0.18904    1.123771352    0.137262854   -0.986508497
     1      79    -0.00835     0.15422     0.09727    1.104273395    0.116655085   -0.987618310
     1      79     0.02959     0.15422     0.00551    1.155417755    0.232236883   -0.923180872
     1      79     0.06754     0.15422    -0.08626    1.114529055    0.160555443   -0.953973612
     1      79     0.10548     0.11661    -0.08626    1.120189970    0.156200647   -0.963989322
     1      79    -0.08423    -0.10908    -0.17803    1.111211095    0.137067876   -0.974143219
     1      79    -0.04629    -0.10908    -0.26980    1.163543478    0.154956317   -1.008587162
     1      79    -0.00835     0.11661     0.18904    1.145384563    0.158566339   -0.986818224
     1      79     0.02959     0.11661     0.09727    1.112513832    0.164293640   -0.948220192
     1      79     0.06754     0.11661     0.00551    1.129182318    0.193176420   -0.936005898
     1      79    -0.08423    -0.10908     0.00551    1.123510882    0.170843903   -0.952666979
     1      79    -0.04629    -0.10908    -0.08626    1.114554028    0.171834909   -0.942719119
     1      79    -0.00835    -0.10908    -0.17803    1.143210323    0.162914900   -0.980295423
     1      79     0.02959    -0.10908    -0.26980    1.166030544    0.173180424   -0.992850120
     1      79     0.06754     0.11661     0.18904    1.121921151    0.140255339   -0.981665812
     1      79     0.10548     0.11661     0.09727    1.118003113    0.155941336   -0.962061777
     1      79     0.14342     0.07899     0.09727    1.115763969    0.165137829   -0.950626140
     1      79    -0.04629    -0.14670     0.00551    1.148784747    0.230470104   -0.918314643
     1      79    -0.00835    -0.14670    -0.08626    1.105576649    0.123356364   -0.982220286
     1      79     0.02959    -0.14670    -0.17803    1.122933224    0.142841044   -0.980092181
     1      79     0.06754     0.07899     0.28081    1.152361702    0.136054269   -1.016307433
     1      79     0.10548     0.07899     0.18904    1.121174150    0.160290817   -0.960883333
     1      79     0.14342     0.04138     0.18904    1.131056362    0.162565307   -0.968491055
     1      79     0.18136     0.04138     0.09727    1.103162431    0.122479515   -0.980682917
     1      79    -0.00835    -0.18431     0.00551    1.169398730    0.262905696   -0.906493034
     1      79     0.02959    -0.18431    -0.08626    1.098028032    0.122197195   -0.975830837
     1      79    -0.16011     0.04138    -0.17803    1.125562493    0.132884230   -0.992678263
     1      79    -0.12217     0.04138    -0.26980    1.140910846    0.106574603   -1.034336243
     1      79    -0.08423     0.00376    -0.26980    1.138063589    0.101741920   -1.036321669
     1      79     0.18136     0.00376     0.18904    1.125520793    0.110098614   -1.015422179
     1      79     0.21930     0.00376     0.09727    1.085894504    0.095279952   -0.990614552
     1      79    -0.19806     0.00376     0.00551    1.173627206    0.268783179   -0.904844027
     1      79    -0.16011     0.00376    -0.08626    1.094513122    0.085601061   -1.008912061
     1      79    -0.12217     0.00376    -0.17803    1.147500389    0.176224551   -0.971275838
     1      79    -0.08423    -0.03385    -0.17803    1.149504740    0.182795960   -0.966708780
     1      79    -0.04629    -0.03385    -0.26980    1.142990454    0.125831073   -1.017159381
     1      79    -0.00835     0.19184     0.18904    1.109093044    0.109342861   -0.999750184
     1      79     0.02959     0.19184     0.09727    1.097022446    0.121904286   -0.975118159
     1      79    -0.16011    -0.03385     0.00551    1.160037749    0.241858761   -0.918178988
     1      79    -0.12217    -0.03385    -0.08626    1.112411746    0.164948905   -0.947462842
     1      79    -0.08423    -0.07147    -0.08626    1.117109802    0.156902841   -0.960206961
     1      79    -0.04629    -0.07147    -0.17803    1.144210730    0.155182053   -0.989028678
     1      79    -0.00835    -0.07147    -0.26980    1.158121772    0.163938669   -0.994183102
     1      79     0.02959     0.15422     0.18904    1.125947124    0.138387219   -0.987559905
