# neig  =    13824
# vol   =  0.946983938E+06
# nspin, nspinor =        1       1
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  0.33012981E+01  0.15471708E+00  0.29357027E+00  0.26178919E+00
  0.33098834E+01  0.75385326E+03  0.19866114E+02  0.18952329E+02
  0.34857196E+01  0.55744775E+01 -0.13014581E+01 -0.19699453E+01
  0.35087068E+01  0.56554348E+00  0.55697932E+00  0.50528954E+00
  0.37422534E+01  0.62652097E-07 -0.17375921E-03 -0.18016613E-03
  0.37438162E+01  0.26693826E-04  0.38862001E-02  0.34045961E-02
  0.37553343E+01  0.86539159E-01  0.21512845E+00  0.20064623E+00
  0.37555105E+01  0.13070286E+00  0.25304918E+00  0.25820336E+00
  0.37853629E+01  0.65199654E-02 -0.59178544E-01 -0.54935101E-01
  0.37869125E+01  0.66194814E-04  0.61855558E-02  0.52852355E-02
  0.37878441E+01  0.40399823E-04 -0.52587218E-02 -0.35701077E-02
  0.37906174E+01  0.41362632E-04 -0.45627380E-02 -0.45325550E-02
  0.37906677E+01  0.51989901E-03  0.19561255E-01  0.11715644E-01
  0.37911792E+01  0.39041059E-03 -0.14298877E-01 -0.13636448E-01
  0.37974188E+01  0.10835745E+00 -0.25722667E+00 -0.20540664E+00
  0.38014534E+01  0.76145626E-03 -0.19687554E-01 -0.19335368E-01
  0.38292197E+01  0.51822492E-01 -0.15899218E+00 -0.16292322E+00
  0.38305181E+01  0.28835834E-04 -0.37868275E-02 -0.38073313E-02
  0.38309437E+01  0.13036538E-03 -0.81762146E-02 -0.79696236E-02
  0.38318671E+01  0.17134821E-01 -0.93018655E-01 -0.92099681E-01
  0.38323964E+01  0.11078840E-01  0.77236920E-01  0.71507330E-01
  0.38337438E+01  0.67907597E-03 -0.18707942E-01 -0.18140807E-01
  0.38547714E+01  0.92557618E-03  0.23170280E-01  0.19715839E-01
  0.38585999E+01  0.58315968E-01 -0.17556179E+00 -0.16581323E+00
  0.38650821E+01  0.49076981E-03 -0.15684634E-01 -0.15644873E-01
  0.38655574E+01  0.13430598E-03  0.82173729E-02  0.81719498E-02
  0.38697938E+01  0.13410193E-02 -0.26108829E-01 -0.25677779E-01
  0.38700642E+01  0.13026776E-01  0.84177364E-01  0.77077539E-01
  0.38752035E+01  0.97400384E-01 -0.22053958E+00 -0.22082273E+00
  0.38771291E+01  0.54886037E-02 -0.52875591E-01 -0.51891961E-01
  0.38795854E+01  0.72704610E-04 -0.60834313E-02 -0.59746525E-02
  0.38836010E+01  0.28152142E-02  0.37712941E-01  0.37322222E-01
  0.38922898E+01  0.67071030E-03  0.18802212E-01  0.17809748E-01
  0.38943927E+01  0.82522806E-01  0.20908585E+00  0.19699217E+00
  0.38986189E+01  0.22179995E-02  0.33857523E-01  0.32736335E-01
  0.38992708E+01  0.20142890E-04 -0.32364231E-02 -0.31094139E-02
  0.39011010E+01  0.25988260E-03 -0.11574178E-01 -0.11221453E-01
  0.39018123E+01  0.88439237E-05 -0.21009569E-02 -0.21047337E-02
  0.39045257E+01  0.83479227E-02  0.66644797E-01  0.62501150E-01
  0.39064804E+01  0.12671808E-02 -0.20281511E-01 -0.29254762E-01
  0.39068729E+01  0.31829571E-01 -0.12962493E+00 -0.12258446E+00
  0.39073855E+01  0.97488170E-03  0.22525304E-01  0.21621572E-01
  0.39103932E+01  0.51588026E-02 -0.50290707E-01 -0.51280088E-01
  0.39127223E+01  0.88639059E-02 -0.67123425E-01 -0.66017814E-01
  0.39204964E+01  0.11210576E-03  0.98930680E-02  0.37726597E-02
  0.39253765E+01  0.62699498E-04  0.53591542E-02  0.58291477E-02
  0.39259422E+01  0.64778226E-04 -0.59456363E-02 -0.54247245E-02
  0.39263525E+01  0.68934225E-05 -0.19284143E-02 -0.17817522E-02
  0.39268852E+01  0.10683907E-02 -0.23724867E-01 -0.22483802E-01
  0.39279904E+01  0.49476644E-04  0.49210559E-02  0.50259181E-02
  0.39281069E+01  0.95140757E-03  0.22408098E-01  0.21196338E-01
  0.39290931E+01  0.17950743E-02 -0.30548085E-01 -0.29357943E-01
  0.39300297E+01  0.24857921E-04  0.33811070E-02  0.36641557E-02
  0.39304229E+01  0.15861864E-03  0.86161951E-02  0.91858493E-02
  0.39315574E+01  0.42261232E-03  0.15156227E-01  0.13888884E-01
  0.39326315E+01  0.26507601E-02 -0.38108406E-01 -0.34619496E-01
  0.39345426E+01  0.72206197E-04  0.62121091E-02  0.57979218E-02
  0.39353536E+01  0.42292233E-02  0.47385408E-01  0.44540390E-01
  0.39365411E+01  0.17229360E-03  0.97698429E-02  0.87660579E-02
  0.39374993E+01  0.99745255E-03  0.23270370E-01  0.21352809E-01
  0.39379072E+01  0.45350466E-03  0.15211289E-01  0.14903736E-01
  0.39383540E+01  0.58924260E-04 -0.57004500E-02 -0.51409269E-02
  0.39396148E+01  0.12608985E-04  0.27708168E-02  0.22207114E-02
  0.39398272E+01  0.82230638E-04  0.65717877E-02  0.62483793E-02
  0.39411963E+01  0.52674446E-06  0.55809537E-03  0.46397631E-03
  0.39436207E+01  0.40757831E-03  0.15143213E-01  0.13351457E-01
  0.39441393E+01  0.83377994E-04  0.54048444E-02  0.73597317E-02
  0.39448737E+01  0.10205119E-02  0.22514326E-01  0.22663120E-01
  0.39465128E+01  0.88899412E-04  0.69650011E-02  0.63551689E-02
  0.39473978E+01  0.97929789E-03  0.22657772E-01  0.21585256E-01
  0.39480925E+01  0.16770376E-02 -0.31705098E-01 -0.25919576E-01
