# k =   0.500000   0.750000   0.250000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -7.39484624E+00  -6.90922530E+00   4.85620938E-01
# Error est. for CH(vbm) CH(cbm) diff =   9.42188518E-01   7.50443808E-01  -1.91744709E-01
#    Nb          CH(vbm)          CH(cbm)             diff
     73  -2.61139680E+00  -2.37491891E+00   2.36477889E-01
     74  -2.63798480E+00  -2.40153424E+00   2.36450561E-01
     75  -2.66302833E+00  -2.44695544E+00   2.16072885E-01
     76  -2.68593026E+00  -2.47659253E+00   2.09337729E-01
     77  -2.70878654E+00  -2.49187032E+00   2.16916223E-01
     78  -2.73891829E+00  -2.49925986E+00   2.39658435E-01
     79  -2.77145839E+00  -2.51430004E+00   2.57158350E-01
     80  -2.80075418E+00  -2.54482476E+00   2.55929416E-01
     81  -3.38435409E+00  -2.59714570E+00   7.87208391E-01
     82  -4.69779213E+00  -2.65846108E+00   2.03933104E+00
     83  -4.75349850E+00  -4.16213384E+00   5.91364654E-01
     84  -4.81670055E+00  -4.70434370E+00   1.12356852E-01
     85  -4.86962668E+00  -4.73401194E+00   1.35614745E-01
     86  -4.90841793E+00  -4.75448997E+00   1.53927962E-01
     87  -4.93661584E+00  -4.77649788E+00   1.60117959E-01
     88  -4.97436642E+00  -4.81064677E+00   1.63719649E-01
     89  -4.99852649E+00  -4.82441540E+00   1.74111089E-01
     90  -5.02351659E+00  -4.83849761E+00   1.85018978E-01
     91  -5.05052638E+00  -4.86284694E+00   1.87679445E-01
     92  -5.06705967E+00  -4.87587803E+00   1.91181635E-01
     93  -5.08425416E+00  -4.89199699E+00   1.92257171E-01
     94  -5.09986883E+00  -4.90579102E+00   1.94077812E-01
     95  -5.11552368E+00  -4.91729930E+00   1.98224374E-01
     96  -5.12992260E+00  -4.93305730E+00   1.96865304E-01
     97  -5.15019851E+00  -4.94295243E+00   2.07246078E-01
     98  -5.16842781E+00  -4.95357920E+00   2.14848607E-01
     99  -5.18039676E+00  -4.96058871E+00   2.19808047E-01
    100  -5.19356968E+00  -4.97114570E+00   2.22423984E-01
    101  -5.21210148E+00  -4.97998345E+00   2.32118028E-01
    102  -5.22434822E+00  -4.99058170E+00   2.33766522E-01
    103  -5.23633771E+00  -4.99853866E+00   2.37799045E-01
    104  -5.24968654E+00  -5.00685561E+00   2.42830938E-01
    105  -5.25988026E+00  -5.01507340E+00   2.44806862E-01
    106  -5.26986194E+00  -5.02288291E+00   2.46979022E-01
    107  -5.28372495E+00  -5.03246552E+00   2.51259424E-01
    108  -5.29699291E+00  -5.04056316E+00   2.56429755E-01
    109  -5.31217919E+00  -5.04629616E+00   2.65883029E-01
    110  -5.32894396E+00  -5.05308577E+00   2.75858190E-01
    111  -5.34428917E+00  -5.05927356E+00   2.85015611E-01
    112  -5.35478563E+00  -5.06662868E+00   2.88156945E-01
    113  -5.36344642E+00  -5.07291197E+00   2.90534453E-01
    114  -5.37201378E+00  -5.08080033E+00   2.91213450E-01
    115  -5.38102714E+00  -5.08814118E+00   2.92885960E-01
    116  -5.38925573E+00  -5.09524628E+00   2.94009451E-01
    117  -5.39718712E+00  -5.10343055E+00   2.93756577E-01
    118  -5.40540914E+00  -5.11197298E+00   2.93436157E-01
    119  -5.41324247E+00  -5.11879779E+00   2.94444679E-01
    120  -5.41994829E+00  -5.12799147E+00   2.91956822E-01
    121  -5.42721527E+00  -5.13579093E+00   2.91424334E-01
    122  -5.43269861E+00  -5.14140791E+00   2.91290698E-01
    123  -5.43756270E+00  -5.14815697E+00   2.89405736E-01
    124  -5.44315044E+00  -5.15354441E+00   2.89606034E-01
    125  -5.44671977E+00  -5.15903275E+00   2.87687020E-01
    126  -5.45287477E+00  -5.16472019E+00   2.88154577E-01
    127  -5.45768616E+00  -5.16983379E+00   2.87852369E-01
    128  -5.46575543E+00  -5.17720281E+00   2.88552619E-01
    129  -5.47147380E+00  -5.18461821E+00   2.86855599E-01
    130  -5.47765856E+00  -5.19030368E+00   2.87354882E-01
    131  -5.48491677E+00  -5.19949578E+00   2.85420995E-01
    132  -5.49082821E+00  -5.20809525E+00   2.82732952E-01
    133  -5.49860570E+00  -5.22809911E+00   2.70506594E-01
    134  -5.50641496E+00  -5.23760537E+00   2.68809593E-01
    135  -5.51344185E+00  -5.24485276E+00   2.68589095E-01
    136  -5.52161397E+00  -5.25597138E+00   2.65642582E-01
    137  -5.53003134E+00  -5.26458868E+00   2.65442659E-01
    138  -5.53892376E+00  -5.27764027E+00   2.61283494E-01
    139  -5.54736115E+00  -5.29071247E+00   2.56648682E-01
    140  -5.55722012E+00  -5.30182674E+00   2.55393380E-01
    141  -5.56768833E+00  -5.31322837E+00   2.54459956E-01
    142  -5.57588443E+00  -5.32242445E+00   2.53459979E-01
    143  -5.58525424E+00  -5.33656043E+00   2.48693811E-01
    144  -5.59480674E+00  -5.34858693E+00   2.46219807E-01
    145  -5.60279700E+00  -5.36238621E+00   2.40410784E-01
    146  -5.61151525E+00  -5.37360944E+00   2.37905809E-01
    147  -5.61887659E+00  -5.38388779E+00   2.34988807E-01
    148  -5.62575372E+00  -5.39765690E+00   2.28096817E-01
    149  -5.63396337E+00  -5.40735922E+00   2.26604153E-01
    150  -5.64144134E+00  -5.41421577E+00   2.27225572E-01
    151  -5.65031777E+00  -5.42233000E+00   2.27987767E-01
    152  -5.65890317E+00  -5.43364600E+00   2.25257170E-01
    153  -5.66758502E+00  -5.44467157E+00   2.22913449E-01
    154  -5.67594884E+00  -5.45622902E+00   2.19719824E-01
    155  -5.68423310E+00  -5.46546794E+00   2.18765165E-01
    156  -5.69313522E+00  -5.47336338E+00   2.19771835E-01
    157  -5.70230542E+00  -5.48349460E+00   2.18810817E-01
    158  -5.71022730E+00  -5.49065471E+00   2.19572587E-01
    159  -5.71834717E+00  -5.49935054E+00   2.18996628E-01
    160  -5.72931913E+00  -5.50931303E+00   2.20006094E-01
    161  -5.73641244E+00  -5.51874785E+00   2.17664593E-01
    162  -5.74439159E+00  -5.53234006E+00   2.12051527E-01
    163  -5.75279175E+00  -5.54126201E+00   2.11529734E-01
    164  -5.76081473E+00  -5.54856677E+00   2.12247958E-01
    165  -5.76840124E+00  -5.55547775E+00   2.12923489E-01
    166  -5.77650068E+00  -5.56420043E+00   2.12300243E-01
    167  -5.78396810E+00  -5.57295910E+00   2.11009005E-01
    168  -5.79115011E+00  -5.58080828E+00   2.10341830E-01
    169  -5.79941363E+00  -5.58773391E+00   2.11679724E-01
    170  -5.80660324E+00  -5.59423756E+00   2.12365674E-01
    171  -5.81527714E+00  -5.59931496E+00   2.15962174E-01
    172  -5.82343409E+00  -5.60795797E+00   2.15476118E-01
    173  -5.83076797E+00  -5.61453855E+00   2.16229424E-01
    174  -5.83879296E+00  -5.61994904E+00   2.18843926E-01
    175  -5.84641800E+00  -5.62771636E+00   2.18701640E-01
    176  -5.85491337E+00  -5.63493064E+00   2.19982724E-01
    177  -5.86273966E+00  -5.64123094E+00   2.21508717E-01
    178  -5.86918440E+00  -5.64766360E+00   2.21520800E-01
    179  -5.87664817E+00  -5.65403701E+00   2.22611166E-01
    180  -5.88316830E+00  -5.65923230E+00   2.23936005E-01
    181  -5.89162219E+00  -5.66725280E+00   2.24369398E-01
    182  -5.89937192E+00  -5.67397992E+00   2.25392003E-01
    183  -5.90647787E+00  -5.68215820E+00   2.24319676E-01
    184  -5.91383967E+00  -5.68745723E+00   2.26382438E-01
    185  -5.92245454E+00  -5.69384296E+00   2.28611574E-01
    186  -5.92934695E+00  -5.69959233E+00   2.29754625E-01
    187  -5.93630729E+00  -5.70515569E+00   2.31151592E-01
    188  -5.94281634E+00  -5.70990139E+00   2.32914947E-01
    189  -5.94997743E+00  -5.71577854E+00   2.34198887E-01
    190  -5.95774200E+00  -5.72298517E+00   2.34756827E-01
    191  -5.96479752E+00  -5.72945200E+00   2.35345525E-01
    192  -5.97304093E+00  -5.73466508E+00   2.38375854E-01
    193  -5.97982907E+00  -5.74076014E+00   2.39068930E-01
    194  -5.98825493E+00  -5.74765780E+00   2.40597137E-01
    195  -5.99517313E+00  -5.75276712E+00   2.42406018E-01
    196  -6.00324286E+00  -5.75817165E+00   2.45071212E-01
    197  -6.01082441E+00  -5.76414973E+00   2.46674676E-01
    198  -6.02109017E+00  -5.77144743E+00   2.49642741E-01
    199  -6.02939939E+00  -5.77728138E+00   2.52118017E-01
    200  -6.03631831E+00  -5.78265370E+00   2.53664607E-01
    201  -6.04492276E+00  -5.79021998E+00   2.54702787E-01
    202  -6.05396797E+00  -5.79672922E+00   2.57238751E-01
    203  -6.06234925E+00  -5.80486189E+00   2.57487366E-01
    204  -6.06905543E+00  -5.81031108E+00   2.58744348E-01
    205  -6.07579902E+00  -5.81597278E+00   2.59826239E-01
    206  -6.08446799E+00  -5.82193333E+00   2.62534661E-01
    207  -6.09052355E+00  -5.82642801E+00   2.64095541E-01
    208  -6.09673193E+00  -5.83180136E+00   2.64930568E-01
    209  -6.10341703E+00  -5.83776060E+00   2.65656430E-01
    210  -6.10921287E+00  -5.84211610E+00   2.67096774E-01
    211  -6.11505467E+00  -5.84689026E+00   2.68164407E-01
    212  -6.12205758E+00  -5.85260097E+00   2.69456616E-01
    213  -6.12780793E+00  -5.85709112E+00   2.70716811E-01
    214  -6.13392069E+00  -5.86250692E+00   2.71413764E-01
    215  -6.14015240E+00  -5.86646176E+00   2.73690642E-01
    216  -6.14616080E+00  -5.87103813E+00   2.75122665E-01
    217  -6.15379120E+00  -5.87617621E+00   2.77614991E-01
    218  -6.15988883E+00  -5.88140047E+00   2.78488362E-01
    219  -6.16605216E+00  -5.88605033E+00   2.80001824E-01
    220  -6.17106532E+00  -5.89056518E+00   2.80500141E-01
    221  -6.17652495E+00  -5.89528522E+00   2.81239735E-01
    222  -6.18148113E+00  -5.89913726E+00   2.82343868E-01
    223  -6.18725937E+00  -5.90384143E+00   2.83417943E-01
    224  -6.19298696E+00  -5.90849121E+00   2.84495757E-01
    225  -6.19839831E+00  -5.91303040E+00   2.85367911E-01
    226  -6.20369477E+00  -5.91697406E+00   2.86720714E-01
    227  -6.20960489E+00  -5.92134113E+00   2.88263754E-01
    228  -6.21460059E+00  -5.92629197E+00   2.88308619E-01
    229  -6.21952113E+00  -5.93057319E+00   2.88947944E-01
    230  -6.22471146E+00  -5.93550125E+00   2.89210216E-01
    231  -6.23046112E+00  -5.94011755E+00   2.90343561E-01
    232  -6.23493493E+00  -5.94392869E+00   2.91006235E-01
    233  -6.24079084E+00  -5.94843912E+00   2.92351723E-01
    234  -6.24577061E+00  -5.95304326E+00   2.92727353E-01
    235  -6.25075225E+00  -5.95686143E+00   2.93890819E-01
    236  -6.25590518E+00  -5.96110226E+00   2.94802919E-01
    237  -6.25976856E+00  -5.96534356E+00   2.94425002E-01
    238  -6.26484096E+00  -5.96935474E+00   2.95486214E-01
    239  -6.26927701E+00  -5.97362022E+00   2.95656794E-01
    240  -6.27467163E+00  -5.97766917E+00   2.97002463E-01
    241  -6.27906801E+00  -5.98134392E+00   2.97724091E-01
    242  -6.28318999E+00  -5.98538474E+00   2.97805252E-01
    243  -6.28767200E+00  -5.98997588E+00   2.97696114E-01
    244  -6.29343504E+00  -5.99445916E+00   2.98975873E-01
    245  -6.29811801E+00  -5.99938861E+00   2.98729401E-01
    246  -6.30276014E+00  -6.00430873E+00   2.98451409E-01
    247  -6.30750468E+00  -6.00846870E+00   2.99035978E-01
    248  -6.31254432E+00  -6.01156325E+00   3.00981064E-01
    249  -6.31693335E+00  -6.01600668E+00   3.00926671E-01
    250  -6.32042159E+00  -6.01982480E+00   3.00596785E-01
    251  -6.32421225E+00  -6.02372883E+00   3.00483427E-01
    252  -6.32899760E+00  -6.02872813E+00   3.00269475E-01
    253  -6.33293992E+00  -6.03251465E+00   3.00425267E-01
    254  -6.33705698E+00  -6.03674061E+00   3.00316371E-01
    255  -6.34157902E+00  -6.04198617E+00   2.99592849E-01
    256  -6.34604276E+00  -6.04621952E+00   2.99823241E-01
    257  -6.35007553E+00  -6.05049347E+00   2.99582059E-01
    258  -6.35377947E+00  -6.05471051E+00   2.99068961E-01
    259  -6.35797605E+00  -6.05847668E+00   2.99499371E-01
    260  -6.36181646E+00  -6.06164515E+00   3.00171316E-01
    261  -6.36571148E+00  -6.06550362E+00   3.00207864E-01
    262  -6.37032515E+00  -6.06864429E+00   3.01680858E-01
    263  -6.37503433E+00  -6.07277869E+00   3.02255641E-01
    264  -6.37949289E+00  -6.07587726E+00   3.03615625E-01
    265  -6.38316078E+00  -6.07964713E+00   3.03513649E-01
    266  -6.38707740E+00  -6.08383727E+00   3.03240133E-01
    267  -6.39100703E+00  -6.08779179E+00   3.03215235E-01
    268  -6.39456481E+00  -6.09116286E+00   3.03401947E-01
    269  -6.39792471E+00  -6.09410552E+00   3.03819193E-01
    270  -6.40198588E+00  -6.09702573E+00   3.04960145E-01
    271  -6.40525496E+00  -6.09985964E+00   3.05395325E-01
    272  -6.40877285E+00  -6.10249647E+00   3.06276382E-01
    273  -6.41192170E+00  -6.10528330E+00   3.06638395E-01
    274  -6.41589270E+00  -6.10825341E+00   3.07639289E-01
    275  -6.42019366E+00  -6.11158045E+00   3.08613208E-01
    276  -6.42410189E+00  -6.11467541E+00   3.09426474E-01
    277  -6.42791103E+00  -6.11730833E+00   3.10602698E-01
    278  -6.43244524E+00  -6.12015240E+00   3.12292848E-01
    279  -6.43637546E+00  -6.12307421E+00   3.13301249E-01
    280  -6.44022254E+00  -6.12571139E+00   3.14511154E-01
    281  -6.44407230E+00  -6.12800522E+00   3.16067086E-01
    282  -6.44819307E+00  -6.13068849E+00   3.17504580E-01
    283  -6.45164542E+00  -6.13350207E+00   3.18143350E-01
    284  -6.45566527E+00  -6.13634187E+00   3.19323391E-01
    285  -6.45898421E+00  -6.13893178E+00   3.20052426E-01
    286  -6.46258301E+00  -6.14186223E+00   3.20720780E-01
    287  -6.46620944E+00  -6.14473918E+00   3.21470257E-01
    288  -6.46968047E+00  -6.14756643E+00   3.22114037E-01
    289  -6.47360609E+00  -6.15016820E+00   3.23437895E-01
    290  -6.47680011E+00  -6.15287460E+00   3.23925506E-01
    291  -6.48020168E+00  -6.15566922E+00   3.24532465E-01
    292  -6.48334790E+00  -6.15842171E+00   3.24926197E-01
    293  -6.48749217E+00  -6.16096508E+00   3.26527089E-01
    294  -6.49078653E+00  -6.16392044E+00   3.26866086E-01
    295  -6.49390874E+00  -6.16673750E+00   3.27171241E-01
    296  -6.49688998E+00  -6.16907424E+00   3.27815746E-01
    297  -6.49978386E+00  -6.17141612E+00   3.28367737E-01
    298  -6.50256009E+00  -6.17394603E+00   3.28614053E-01
    299  -6.50573185E+00  -6.17701479E+00   3.28717056E-01
    300  -6.50866286E+00  -6.17978583E+00   3.28877039E-01
# k =   0.500000   0.750000   0.750000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -7.51882595E+00  -7.32360616E+00   1.95219781E-01
# Error est. for CH(vbm) CH(cbm) diff =   9.69326009E-01   8.51045717E-01  -1.18280291E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.79895914E-04  -7.55464902E-04   1.24431012E-04
      2  -1.80214926E-03  -1.48524736E-03   3.16901897E-04
      3  -2.78392371E-03  -2.15914096E-03   6.24782747E-04
      4  -3.81343064E-03  -2.83972418E-03   9.73706466E-04
      5  -5.78537280E-02  -3.79953214E-02   1.98584065E-02
      6  -1.02553846E-01  -8.23654416E-02   2.01884044E-02
      7  -1.07131880E-01  -1.99942354E-01  -9.28104735E-02
      8  -1.12460706E-01  -2.93980327E-01  -1.81519621E-01
      9  -1.15539817E-01  -4.21948932E-01  -3.06409114E-01
     10  -1.23923503E-01  -5.57372385E-01  -4.33448882E-01
     11  -1.27298206E-01  -6.67730293E-01  -5.40432087E-01
     12  -1.37533920E-01  -8.04251171E-01  -6.66717251E-01
     13  -1.48581368E-01  -8.07162855E-01  -6.58581487E-01
     14  -1.61099255E-01  -8.09789293E-01  -6.48690038E-01
     15  -1.62662171E-01  -8.10404174E-01  -6.47742003E-01
     16  -1.64090687E-01  -8.10995997E-01  -6.46905310E-01
     17  -2.88719417E-01  -9.30874722E-01  -6.42155305E-01
     18  -4.14454904E-01  -1.10145582E+00  -6.87000920E-01
     19  -4.43822781E-01  -1.10958043E+00  -6.65757652E-01
     20  -4.76840079E-01  -1.11774956E+00  -6.40909476E-01
     21  -5.16570338E-01  -1.13254225E+00  -6.15971911E-01
     22  -5.75852771E-01  -1.16013555E+00  -5.84282784E-01
     23  -7.58072592E-01  -1.18119767E+00  -4.23125074E-01
     24  -9.84911630E-01  -1.20071777E+00  -2.15806144E-01
     25  -1.02814379E+00  -1.20454094E+00  -1.76397154E-01
     26  -1.04886463E+00  -1.20666366E+00  -1.57799029E-01
     27  -1.05776319E+00  -1.20748586E+00  -1.49722669E-01
     28  -1.06296533E+00  -1.20801987E+00  -1.45054541E-01
     29  -1.06460787E+00  -1.20863731E+00  -1.44029433E-01
     30  -1.06621959E+00  -1.20922283E+00  -1.43003240E-01
     31  -1.06735030E+00  -1.21245943E+00  -1.45109127E-01
     32  -1.06826397E+00  -1.21537427E+00  -1.47110307E-01
     33  -1.06954797E+00  -1.21867399E+00  -1.49126011E-01
     34  -1.07056706E+00  -1.22165346E+00  -1.51086405E-01
     35  -1.07357965E+00  -1.22270791E+00  -1.49128260E-01
     36  -1.07599451E+00  -1.22320129E+00  -1.47206778E-01
     37  -1.12638223E+00  -1.31217615E+00  -1.85793918E-01
     38  -1.15473372E+00  -1.35921175E+00  -2.04478028E-01
     39  -1.22607093E+00  -1.47287288E+00  -2.46801950E-01
     40  -1.37211857E+00  -1.65484471E+00  -2.82726138E-01
     41  -1.41728964E+00  -1.69846722E+00  -2.81177581E-01
     42  -1.44127461E+00  -1.71892309E+00  -2.77648473E-01
     43  -1.44560580E+00  -1.72086012E+00  -2.75254318E-01
     44  -1.44768904E+00  -1.72127169E+00  -2.73582651E-01
     45  -1.45009690E+00  -1.72413363E+00  -2.74036729E-01
     46  -1.45205842E+00  -1.72688930E+00  -2.74830881E-01
     47  -1.45953262E+00  -1.72954095E+00  -2.70008330E-01
     48  -1.46650923E+00  -1.73155522E+00  -2.65045985E-01
     49  -1.47016034E+00  -1.73333548E+00  -2.63175131E-01
     50  -1.47353078E+00  -1.73576705E+00  -2.62236269E-01
     51  -1.47834076E+00  -1.73736343E+00  -2.59022667E-01
     52  -1.48372833E+00  -1.73890782E+00  -2.55179493E-01
     53  -1.48726110E+00  -1.73994422E+00  -2.52683123E-01
     54  -1.48919883E+00  -1.74155613E+00  -2.52357300E-01
     55  -1.49405131E+00  -1.75103604E+00  -2.56984730E-01
     56  -1.49693404E+00  -1.75756110E+00  -2.60627065E-01
     57  -1.50033725E+00  -1.75923811E+00  -2.58900868E-01
     58  -1.50232541E+00  -1.76198577E+00  -2.59660357E-01
     59  -1.58243241E+00  -2.02765849E+00  -4.45226079E-01
     60  -1.67676790E+00  -2.05139764E+00  -3.74629738E-01
     61  -1.91003766E+00  -2.08422979E+00  -1.74192131E-01
     62  -2.22095492E+00  -2.12174438E+00   9.92105337E-02
     63  -2.27157249E+00  -2.21611770E+00   5.54547868E-02
     64  -2.29903660E+00  -2.30791334E+00  -8.87674230E-03
     65  -2.31632650E+00  -2.32455692E+00  -8.23042204E-03
     66  -2.32906844E+00  -2.34236354E+00  -1.32950955E-02
     67  -2.33721596E+00  -2.39747006E+00  -6.02540996E-02
     68  -2.36033438E+00  -2.43782535E+00  -7.74909743E-02
     69  -2.37778754E+00  -2.45147282E+00  -7.36852873E-02
     70  -2.43147788E+00  -2.46521752E+00  -3.37396445E-02
     71  -2.51480260E+00  -2.47626607E+00   3.85365300E-02
     72  -2.59637369E+00  -2.48694320E+00   1.09430493E-01
     73  -2.64370420E+00  -2.49135656E+00   1.52347636E-01
     74  -2.66667141E+00  -2.51315579E+00   1.53515621E-01
     75  -2.68691502E+00  -2.55096899E+00   1.35946030E-01
     76  -2.70626164E+00  -2.57611319E+00   1.30148443E-01
     77  -2.72773276E+00  -2.58977073E+00   1.37962023E-01
     78  -2.75768593E+00  -2.63991868E+00   1.17767245E-01
     79  -2.78907603E+00  -2.79656453E+00  -7.48849818E-03
     80  -2.81356373E+00  -2.85260295E+00  -3.90392159E-02
     81  -3.34140034E+00  -2.90253891E+00   4.38861433E-01
     82  -4.72293197E+00  -2.94941807E+00   1.77351391E+00
     83  -4.77065979E+00  -4.57294934E+00   1.97710453E-01
     84  -4.82922048E+00  -5.01886123E+00  -1.89640754E-01
     85  -4.88164721E+00  -5.04946056E+00  -1.67813350E-01
     86  -4.92055248E+00  -5.06700461E+00  -1.46452129E-01
     87  -4.95198112E+00  -5.08409841E+00  -1.32117290E-01
     88  -4.99451799E+00  -5.11069820E+00  -1.16180206E-01
     89  -5.02218608E+00  -5.12180397E+00  -9.96178929E-02
     90  -5.04666245E+00  -5.13245076E+00  -8.57883105E-02
     91  -5.07875444E+00  -5.15703587E+00  -7.82814309E-02
     92  -5.09784923E+00  -5.16611194E+00  -6.82627164E-02
     93  -5.11497232E+00  -5.18165034E+00  -6.66780239E-02
     94  -5.13115437E+00  -5.19413611E+00  -6.29817435E-02
     95  -5.14740379E+00  -5.20258365E+00  -5.51798598E-02
     96  -5.16103873E+00  -5.21547446E+00  -5.44357279E-02
     97  -5.18195295E+00  -5.22358059E+00  -4.16276336E-02
     98  -5.20230078E+00  -5.23093867E+00  -2.86378882E-02
     99  -5.21534413E+00  -5.23602062E+00  -2.06764878E-02
    100  -5.22859749E+00  -5.24578830E+00  -1.71908059E-02
    101  -5.24727146E+00  -5.25374496E+00  -6.47350131E-03
    102  -5.26015227E+00  -5.26255736E+00  -2.40508969E-03
    103  -5.27256152E+00  -5.26888074E+00   3.68078051E-03
    104  -5.28617060E+00  -5.27591950E+00   1.02510990E-02
    105  -5.29661383E+00  -5.28317352E+00   1.34403102E-02
    106  -5.30686590E+00  -5.28947846E+00   1.73874410E-02
    107  -5.32013892E+00  -5.29787007E+00   2.22688560E-02
    108  -5.33304373E+00  -5.30548576E+00   2.75579656E-02
    109  -5.34883731E+00  -5.30980063E+00   3.90366867E-02
    110  -5.36601218E+00  -5.31560696E+00   5.04052207E-02
    111  -5.38138747E+00  -5.32091754E+00   6.04699351E-02
    112  -5.39151495E+00  -5.32812404E+00   6.33909103E-02
    113  -5.40015476E+00  -5.33331060E+00   6.68441588E-02
    114  -5.40880161E+00  -5.34002355E+00   6.87780606E-02
    115  -5.41762361E+00  -5.34604890E+00   7.15747081E-02
    116  -5.42558608E+00  -5.35246599E+00   7.31200938E-02
    117  -5.43310260E+00  -5.35921030E+00   7.38923046E-02
    118  -5.44099437E+00  -5.36584913E+00   7.51452468E-02
    119  -5.44886281E+00  -5.37051906E+00   7.83437557E-02
    120  -5.45544097E+00  -5.37849987E+00   7.69411072E-02
    121  -5.46276072E+00  -5.38427452E+00   7.84862059E-02
    122  -5.46819716E+00  -5.38882133E+00   7.93758272E-02
    123  -5.47266882E+00  -5.39489582E+00   7.77729977E-02
    124  -5.47821737E+00  -5.39898895E+00   7.92284152E-02
    125  -5.48167692E+00  -5.40393022E+00   7.77467009E-02
    126  -5.48822096E+00  -5.40832531E+00   7.98956462E-02
    127  -5.49288558E+00  -5.41292596E+00   7.99596208E-02
    128  -5.50138452E+00  -5.41802400E+00   8.33605140E-02
    129  -5.50703615E+00  -5.42374874E+00   8.32874103E-02
    130  -5.51330731E+00  -5.42771031E+00   8.55970018E-02
    131  -5.52086924E+00  -5.43379821E+00   8.70710285E-02
    132  -5.52680265E+00  -5.43919083E+00   8.76118251E-02
    133  -5.53485990E+00  -5.44644846E+00   8.84114429E-02
    134  -5.54273973E+00  -5.45216979E+00   9.05699339E-02
    135  -5.55004175E+00  -5.45819496E+00   9.18467917E-02
    136  -5.55869363E+00  -5.46593280E+00   9.27608304E-02
    137  -5.56753983E+00  -5.47214680E+00   9.53930267E-02
    138  -5.57702232E+00  -5.48181379E+00   9.52085288E-02
    139  -5.58601177E+00  -5.49198401E+00   9.40277655E-02
    140  -5.59585591E+00  -5.50171897E+00   9.41369474E-02
    141  -5.60674026E+00  -5.51317488E+00   9.35653789E-02
    142  -5.61532539E+00  -5.52118859E+00   9.41367948E-02
    143  -5.62486912E+00  -5.53677297E+00   8.80961554E-02
    144  -5.63447845E+00  -5.54802507E+00   8.64533832E-02
    145  -5.64260747E+00  -5.56379364E+00   7.88138275E-02
    146  -5.65175885E+00  -5.57546215E+00   7.62966964E-02
    147  -5.65915648E+00  -5.58612331E+00   7.30331678E-02
    148  -5.66598612E+00  -5.60150680E+00   6.44793280E-02
    149  -5.67420194E+00  -5.61189680E+00   6.23051344E-02
    150  -5.68193434E+00  -5.61989397E+00   6.20403716E-02
    151  -5.69000190E+00  -5.62865488E+00   6.13470169E-02
    152  -5.69868348E+00  -5.64449803E+00   5.41854427E-02
    153  -5.70660319E+00  -5.65708841E+00   4.95147877E-02
    154  -5.71469201E+00  -5.67060191E+00   4.40900953E-02
    155  -5.72299146E+00  -5.68334396E+00   3.96474936E-02
    156  -5.73166615E+00  -5.69188209E+00   3.97840580E-02
    157  -5.74118065E+00  -5.70375838E+00   3.74222744E-02
    158  -5.74914163E+00  -5.71136882E+00   3.77728111E-02
    159  -5.75748342E+00  -5.71960537E+00   3.78780438E-02
    160  -5.76914222E+00  -5.73084755E+00   3.82946719E-02
    161  -5.77656736E+00  -5.74225014E+00   3.43172200E-02
    162  -5.78502625E+00  -5.75925391E+00   2.57723384E-02
    163  -5.79365142E+00  -5.76958200E+00   2.40694233E-02
    164  -5.80167824E+00  -5.77751527E+00   2.41629697E-02
    165  -5.80922706E+00  -5.78558406E+00   2.36429992E-02
    166  -5.81764749E+00  -5.79533462E+00   2.23128686E-02
    167  -5.82499134E+00  -5.80545298E+00   1.95383546E-02
    168  -5.83197672E+00  -5.81365938E+00   1.83173429E-02
    169  -5.84017562E+00  -5.82001194E+00   2.01636774E-02
    170  -5.84717904E+00  -5.82580433E+00   2.13747097E-02
    171  -5.85569363E+00  -5.83134246E+00   2.43511696E-02
    172  -5.86372722E+00  -5.83959080E+00   2.41364228E-02
    173  -5.87097587E+00  -5.84726385E+00   2.37120253E-02
    174  -5.87874258E+00  -5.85340576E+00   2.53368232E-02
    175  -5.88628496E+00  -5.86130266E+00   2.49822994E-02
    176  -5.89446078E+00  -5.86855931E+00   2.59014655E-02
    177  -5.90210750E+00  -5.87572834E+00   2.63791635E-02
    178  -5.90842598E+00  -5.88245861E+00   2.59673667E-02
    179  -5.91566236E+00  -5.89023664E+00   2.54257180E-02
    180  -5.92203887E+00  -5.89579495E+00   2.62439200E-02
    181  -5.93017861E+00  -5.90461197E+00   2.55666428E-02
    182  -5.93783831E+00  -5.91149460E+00   2.63437184E-02
    183  -5.94470373E+00  -5.92015045E+00   2.45532819E-02
    184  -5.95186797E+00  -5.92611319E+00   2.57547777E-02
    185  -5.96048233E+00  -5.93311222E+00   2.73701110E-02
    186  -5.96732587E+00  -5.93833168E+00   2.89941854E-02
    187  -5.97414773E+00  -5.94524076E+00   2.89069698E-02
    188  -5.98058819E+00  -5.95020055E+00   3.03876383E-02
    189  -5.98775258E+00  -5.95658137E+00   3.11712072E-02
    190  -5.99552123E+00  -5.96447776E+00   3.10434657E-02
    191  -6.00249156E+00  -5.97214056E+00   3.03510036E-02
