-1.719906951470973611e-01 2.216969127230449754e-06 -3.146293169941098613e-05
1.719778849439624890e-01 -3.391895917481464953e-06 3.181590432333260049e-05
-8.302902490478204084e-03 -9.724509417871597672e-02 -6.537287326009743639e-05
-8.275481043219701585e-03 9.724732914139413986e-02 -7.924186444632838470e-05
8.303336109582018509e-03 9.721769204044446167e-02 6.536554574236667090e-05
8.275328519370754934e-03 -9.721801614745653741e-02 7.889588651514119948e-05
4.470932605469773308e-02 9.584645289798960821e-07 6.996940872191645617e-04
-4.472865995473464251e-02 -1.448090084617408012e-06 -7.003580555551862027e-04
3.059394905576584209e-02 -2.068292903857349497e-05 -1.115818966412969237e-04
-3.057182161538381585e-02 2.006879184251917855e-05 1.111091558783276030e-04
-1.136817556760481157e-02 1.785608630466529838e-03 1.120953241779759434e-05
-1.142775113443986017e-02 -1.783260833906243157e-03 4.318426993670100133e-05
1.136662675329641430e-02 -1.785753926255002986e-03 -1.110193058616534438e-05
1.142643891747063996e-02 1.783331105985527841e-03 -4.316672625919115253e-05
-3.483650172835018460e-03 -1.294171326129689957e-02 -3.329317342198713985e-05
-3.470632926418142257e-03 1.294370945902222764e-02 -6.352695725064951147e-06
3.484197173153421798e-03 1.294493008117317441e-02 3.333910898256665787e-05
3.471032874176206880e-03 -1.294677344791827708e-02 6.429492021701367615e-06
9.736027637379369298e-03 -1.393618185454398480e-02 1.419149910878181016e-03
9.737408997051177212e-03 1.395204983041008207e-02 -1.392337912957128084e-03
-9.728242836220913486e-03 1.395917088519720191e-02 1.400528570324373291e-03
-9.715364510700942244e-03 -1.395053800076601069e-02 -1.412881077091790579e-03
-9.734389849203954961e-03 1.393420474271402261e-02 -1.418397060794910182e-03
-9.735698774179049955e-03 -1.394997604503602114e-02 1.391761946746710799e-03
9.729896663860230707e-03 -1.396116117537709624e-02 -1.401158729597625158e-03
9.717062740208053107e-03 1.395257719781947854e-02 1.413576215189173277e-03
2.815551111976756331e-03 2.208957333899702456e-05 1.366524106781826818e-06
2.811278674847549758e-03 -2.029114756201366005e-05 -1.167034645848221973e-07
-2.815752932829628137e-03 -2.415876742598425285e-05 -1.327694411810348121e-06
-2.811433425911283139e-03 2.245183304040921550e-05 1.764736039790259707e-07
3.836092966406360466e-03 -7.793471956668850641e-03 1.436319039600587920e-03
3.835756634267254665e-03 7.795006864257890238e-03 -1.446337759361963514e-03
-3.834556815643484860e-03 7.797174522038472812e-03 1.447758643053170986e-03
-3.838644507301285178e-03 -7.788401947255977134e-03 -1.437492127380271111e-03
-3.835866191876723987e-03 7.792830684932204426e-03 -1.436441669166524382e-03
-3.835542227926250734e-03 -7.794370448778373088e-03 1.446596561422000332e-03
3.834768141753816268e-03 -7.797816349866868932e-03 -1.447528028108865288e-03
3.838852457004686067e-03 7.789044379342864588e-03 1.437354900107240974e-03
-2.659521852812896017e-03 7.371294542521561986e-03 -4.779209260982634350e-03
-2.653765588787434376e-03 -7.371297176947682814e-03 4.762318457467080469e-03
2.658664395148838816e-03 -7.365102265492059867e-03 -4.738961011826141496e-03
2.649784311985613205e-03 7.350796206566125902e-03 4.755648420686629969e-03
2.660641087695164546e-03 -7.372397866533745951e-03 4.777518242482783548e-03
2.654955874832547191e-03 7.372460839905459369e-03 -4.760964396263867547e-03
-2.657505576439526430e-03 7.363943359479136960e-03 4.740703884533093229e-03
-2.648557292637901926e-03 -7.349614089692568450e-03 -4.756851840389065937e-03
6.942435605803682665e-03 -8.679077701003958326e-03 -3.998518101195161386e-05
6.980332955214490522e-03 8.679026806774412309e-03 1.741624818052206629e-05
-6.942536830214684346e-03 8.679742981762101142e-03 4.003100143388505086e-05
-6.980481392013610127e-03 -8.679718430544403410e-03 -1.734542244942708121e-05
