  0.000000000  0.000000000  0.000000000      26
       1      69    0.561992219   -0.540743125
       1      70    0.585606125   -0.262526642
       1      71    0.705517267   -0.131145426
       1      72    0.723161103   -0.167452996
       1      73    0.745413140   -0.295158241
       1      74    0.883305826    0.014739729
       1      75    0.925636707   -0.086291282
       1      76    1.072984679    0.134904360
       1      77    1.083463573    0.070676590
       1      78    1.094833481    0.113576888
       1      79    1.097836022    0.124609864
       1      80    1.175984608    0.150833138
       1      81    1.240876192    0.504601522
       1      82    1.338549958    0.532120039
       1      83    5.918485370    6.968585297
       1      84    5.977329963    7.061194563
       1      85    6.216053828    7.284676745
       1      86    6.298022544    7.423185234
       1      87    6.755048412    8.011756851
       1      88    7.066363172    8.734783507
       1      89    7.336366104    9.102438358
       1      90    7.483378524    8.773455904
       1      91    7.609088244    8.957909390
       1      92    7.611966649    8.950258457
       1      93    8.141523871    9.392962201
       1      94    8.302242468    9.772543843
 -0.000000000 -0.000000000  0.250000000      26
       1      69    0.567266632   -0.314898756
       1      70    0.633630239   -0.470108159
       1      71    0.648130554   -0.368215523
       1      72    0.719059284   -0.260284329
       1      73    0.781856860   -0.233629923
       1      74    0.782209777   -0.097617096
       1      75    0.940871079   -0.059906536
       1      76    0.968336373   -0.040909429
       1      77    1.021565049    0.025581122
       1      78    1.111407357    0.183635402
       1      79    1.160883125    0.189053913
       1      80    1.177987455    0.156700874
       1      81    1.429514894    0.695820630
       1      82    1.501954035    0.787193997
       1      83    5.716752287    6.705192156
       1      84    5.747442214    6.751824539
       1      85    5.911641104    6.957073868
       1      86    6.096627867    7.189193852
       1      87    6.387083363    7.538883862
       1      88    6.476664243    7.617756845
       1      89    7.053832512    8.527467490
       1      90    7.337411340    8.973929161
       1      91    7.556220771    9.487529552
       1      92    7.813609686    9.277035029
       1      93    8.180047236    9.745931981
       1      94    8.246347754    9.576618821
 -0.000000000 -0.000000000  0.500000000      26
       1      69    0.638388004   -0.214887088
       1      70    0.648806067   -0.184320881
       1      71    0.650389117   -0.497342547
       1      72    0.735732832   -0.210292137
       1      73    0.800300343   -0.124524220
       1      74    0.830289558   -0.245497589
       1      75    0.914598570   -0.070969260
       1      76    0.996130280   -0.047436508
       1      77    1.016423902    0.079748116
       1      78    1.069267485    0.077444576
       1      79    1.137178927    0.094775472
       1      80    1.158085142    0.137043434
       1      81    1.793876571    1.238623538
       1      82    1.849840712    1.291044313
       1      83    4.591704284    5.377325562
       1      84    4.620366678    5.414162609
       1      85    5.873445069    6.897490727
       1      86    5.955261783    6.993198943
       1      87    5.957587816    7.040689970
       1      88    5.960990626    6.994563221
       1      89    7.379557024    9.230638049
       1      90    7.634534230    9.596627445
       1      91    7.859894423    9.294519142
       1      92    7.887886971    9.396347928
       1      93    8.250524058    9.669846310
       1      94    8.418271460    9.919510876
  0.000000000  0.250000000 -0.000000000      26
       1      69    0.560236261   -0.336598020
       1      70    0.587417073   -0.443095995
       1      71    0.662358346   -0.392711913
       1      72    0.756603174   -0.261848000
       1      73    0.767644169   -0.120726200
       1      74    0.774379030   -0.246876133
       1      75    0.917161455   -0.120169570
       1      76    0.975280808    0.043928642
       1      77    1.014174360    0.004958303
       1      78    1.115718647    0.191199832
       1      79    1.145021138    0.177554601
       1      80    1.174922517    0.157241724
       1      81    1.484468007    0.734657714
       1      82    1.500160391    0.795456686
       1      83    5.695131717    6.686561241
       1      84    5.739237012    6.747900680
       1      85    5.897957561    6.940508272
       1      86    6.068661563    7.138444668
       1      87    6.412757581    7.580602053
       1      88    6.474809135    7.592697055
       1      89    7.216915853    8.581674637
       1      90    7.317500791    9.144640683
       1      91    7.465536998    9.327642519
       1      92    7.846219508    9.305558107
       1      93    8.092304438    9.569748501
       1      94    8.271443347    9.618845876
 -0.000000000  0.250000000  0.250000000      26
       1      69    0.592300892   -0.273635032
       1      70    0.608719697   -0.397546805
       1      71    0.659000465   -0.281344738
       1      72    0.722215692   -0.198426584
       1      73    0.762409107   -0.238487292
       1      74    0.868714972   -0.003141469
       1      75    0.949962616   -0.048121351
       1      76    1.037188190    0.061905885
       1      77    1.058274856    0.095894407
       1      78    1.085224186    0.102761931
       1      79    1.114252751    0.154892042
       1      80    1.168902397    0.160162176
       1      81    1.305847131    0.529097521
       1      82    1.354527764    0.570947824
       1      83    5.853913057    6.865339144
       1      84    5.991798523    7.055742279
       1      85    6.179131751    7.261636190
       1      86    6.321346404    7.442430882
       1      87    6.788872196    8.137767275
       1      88    7.146513745    8.763133852
       1      89    7.281222838    8.982108432
       1      90    7.480665304    8.776721553
