# k =   0.750000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -7.53841064E+00  -7.31094705E+00   2.27463590E-01
# Error est. for CH(vbm) CH(cbm) diff =   9.76317738E-01   8.47942434E-01  -1.28375303E-01
#    Nb          CH(vbm)          CH(cbm)             diff
    111  -5.39025325E+00  -5.31274458E+00   7.75086772E-02
    112  -5.40072953E+00  -5.31964850E+00   8.10810303E-02
    113  -5.40913769E+00  -5.32466422E+00   8.44734680E-02
    114  -5.41737886E+00  -5.33127222E+00   8.61066419E-02
    115  -5.42608672E+00  -5.33699737E+00   8.90893506E-02
    116  -5.43371877E+00  -5.34347831E+00   9.02404634E-02
    117  -5.44096218E+00  -5.35053300E+00   9.04291823E-02
    118  -5.44807227E+00  -5.35763584E+00   9.04364263E-02
    119  -5.45564664E+00  -5.36275151E+00   9.28951262E-02
    120  -5.46202569E+00  -5.37054302E+00   9.14826723E-02
    121  -5.46890742E+00  -5.37663608E+00   9.22713476E-02
    122  -5.47391738E+00  -5.38105011E+00   9.28672740E-02
    123  -5.47824193E+00  -5.38720648E+00   9.10354462E-02
    124  -5.48361669E+00  -5.39142706E+00   9.21896359E-02
    125  -5.48702517E+00  -5.39643260E+00   9.05925615E-02
    126  -5.49376791E+00  -5.40093487E+00   9.28330411E-02
    127  -5.49835498E+00  -5.40556448E+00   9.27904996E-02
    128  -5.50710727E+00  -5.41064269E+00   9.64645817E-02
    129  -5.51269755E+00  -5.41642649E+00   9.62710611E-02
    130  -5.51877801E+00  -5.42057713E+00   9.82008823E-02
    131  -5.52648710E+00  -5.42657408E+00   9.99130215E-02
    132  -5.53226405E+00  -5.43188467E+00   1.00379382E-01
    133  -5.54026576E+00  -5.43913330E+00   1.01132460E-01
    134  -5.54827519E+00  -5.44491734E+00   1.03357850E-01
    135  -5.55547209E+00  -5.45085467E+00   1.04617419E-01
    136  -5.56401191E+00  -5.45837877E+00   1.05633141E-01
    137  -5.57286309E+00  -5.46454294E+00   1.08320142E-01
    138  -5.58215044E+00  -5.47426068E+00   1.07889765E-01
    139  -5.59108831E+00  -5.48436896E+00   1.06719343E-01
    140  -5.60089508E+00  -5.49409194E+00   1.06803140E-01
    141  -5.61145374E+00  -5.50602956E+00   1.05424186E-01
    142  -5.62014076E+00  -5.51405731E+00   1.06083456E-01
    143  -5.62970120E+00  -5.53007407E+00   9.96271279E-02
    144  -5.63947504E+00  -5.54103822E+00   9.84368202E-02
    145  -5.64783540E+00  -5.55619204E+00   9.16433639E-02
    146  -5.65727825E+00  -5.56787762E+00   8.94006269E-02
    147  -5.66478187E+00  -5.57876705E+00   8.60148190E-02
    148  -5.67178758E+00  -5.59362083E+00   7.81667485E-02
    149  -5.68025238E+00  -5.60389658E+00   7.63558054E-02
    150  -5.68824916E+00  -5.61207021E+00   7.61789481E-02
    151  -5.69647228E+00  -5.62113557E+00   7.53367141E-02
    152  -5.70531411E+00  -5.63701012E+00   6.83039883E-02
    153  -5.71338333E+00  -5.64959114E+00   6.37921850E-02
    154  -5.72173813E+00  -5.66295520E+00   5.87829303E-02
    155  -5.73024787E+00  -5.67578144E+00   5.44664293E-02
    156  -5.73910984E+00  -5.68435265E+00   5.47571944E-02
    157  -5.74882534E+00  -5.69621715E+00   5.26081869E-02
    158  -5.75708670E+00  -5.70379110E+00   5.32956018E-02
    159  -5.76552862E+00  -5.71193909E+00   5.35895317E-02
    160  -5.77739234E+00  -5.72322087E+00   5.41714753E-02
    161  -5.78479988E+00  -5.73459468E+00   5.02051984E-02
    162  -5.79325165E+00  -5.75161880E+00   4.16328565E-02
    163  -5.80193999E+00  -5.76191631E+00   4.00236718E-02
    164  -5.80992167E+00  -5.76981505E+00   4.01066181E-02
    165  -5.81760401E+00  -5.77797057E+00   3.96334457E-02
    166  -5.82619589E+00  -5.78774374E+00   3.84521525E-02
    167  -5.83365865E+00  -5.79787694E+00   3.57817106E-02
    168  -5.84061327E+00  -5.80606743E+00   3.45458390E-02
    169  -5.84875297E+00  -5.81234165E+00   3.64113204E-02
    170  -5.85596759E+00  -5.81816316E+00   3.78044231E-02
    171  -5.86457627E+00  -5.82364099E+00   4.09352764E-02
    172  -5.87265849E+00  -5.83184031E+00   4.08181855E-02
    173  -5.88000666E+00  -5.83950718E+00   4.04994734E-02
    174  -5.88780612E+00  -5.84562751E+00   4.21786129E-02
    175  -5.89538814E+00  -5.85344283E+00   4.19453138E-02
    176  -5.90361500E+00  -5.86070069E+00   4.29143106E-02
    177  -5.91129614E+00  -5.86784842E+00   4.34477224E-02
    178  -5.91760919E+00  -5.87454472E+00   4.30644696E-02
    179  -5.92482149E+00  -5.88233072E+00   4.24907652E-02
    180  -5.93107548E+00  -5.88786306E+00   4.32124263E-02
    181  -5.93921250E+00  -5.89668470E+00   4.25278077E-02
    182  -5.94693122E+00  -5.90357595E+00   4.33552677E-02
    183  -5.95380329E+00  -5.91223390E+00   4.15693879E-02
    184  -5.96105068E+00  -5.91817838E+00   4.28723048E-02
    185  -5.96975373E+00  -5.92514839E+00   4.46053497E-02
    186  -5.97668998E+00  -5.93033680E+00   4.63531784E-02
    187  -5.98353543E+00  -5.93718301E+00   4.63524230E-02
    188  -5.98998486E+00  -5.94207891E+00   4.79059528E-02
    189  -5.99725475E+00  -5.94845706E+00   4.87976815E-02
    190  -6.00510235E+00  -5.95635514E+00   4.87472053E-02
    191  -6.01207254E+00  -5.96406651E+00   4.80060314E-02
    192  -6.02017979E+00  -5.97029417E+00   4.98856202E-02
    193  -6.02699258E+00  -5.97743572E+00   4.95568646E-02
    194  -6.03567396E+00  -5.98652071E+00   4.91532542E-02
    195  -6.04251309E+00  -5.99315970E+00   4.93533948E-02
    196  -6.05051185E+00  -5.99987563E+00   5.06362181E-02
    197  -6.05808484E+00  -6.00669781E+00   5.13870303E-02
    198  -6.06843421E+00  -6.01499593E+00   5.34382836E-02
    199  -6.07688640E+00  -6.02149444E+00   5.53919590E-02
    200  -6.08372155E+00  -6.02790017E+00   5.58213743E-02
    201  -6.09250936E+00  -6.03738009E+00   5.51292745E-02
    202  -6.10172614E+00  -6.04539371E+00   5.63324223E-02
    203  -6.11029510E+00  -6.05506731E+00   5.52277907E-02
    204  -6.11736741E+00  -6.06105547E+00   5.63119371E-02
    205  -6.12410410E+00  -6.06820914E+00   5.58949579E-02
    206  -6.13309876E+00  -6.07525093E+00   5.78478336E-02
    207  -6.13917371E+00  -6.08004613E+00   5.91275728E-02
    208  -6.14548320E+00  -6.08707022E+00   5.84129762E-02
    209  -6.15232488E+00  -6.09452781E+00   5.77970689E-02
    210  -6.15821251E+00  -6.09883020E+00   5.93823162E-02
    211  -6.16406638E+00  -6.10388146E+00   6.01849215E-02
    212  -6.17118037E+00  -6.11015608E+00   6.10242960E-02
    213  -6.17699891E+00  -6.11455962E+00   6.24392867E-02
    214  -6.18320416E+00  -6.12075871E+00   6.24454497E-02
    215  -6.18954767E+00  -6.12458465E+00   6.49630254E-02
    216  -6.19575830E+00  -6.12949492E+00   6.62633782E-02
    217  -6.20328802E+00  -6.13492281E+00   6.83652090E-02
    218  -6.20935658E+00  -6.13984558E+00   6.95109997E-02
    219  -6.21545310E+00  -6.14505316E+00   7.03999410E-02
    220  -6.22042389E+00  -6.14948753E+00   7.09363539E-02
    221  -6.22604926E+00  -6.15420170E+00   7.18475588E-02
    222  -6.23098462E+00  -6.15804805E+00   7.29365678E-02
    223  -6.23676536E+00  -6.16313851E+00   7.36268524E-02
    224  -6.24258884E+00  -6.16799299E+00   7.45958562E-02
    225  -6.24804245E+00  -6.17262138E+00   7.54210647E-02
    226  -6.25337686E+00  -6.17696270E+00   7.64141597E-02
    227  -6.25935466E+00  -6.18163971E+00   7.77149422E-02
    228  -6.26438559E+00  -6.18656648E+00   7.78191129E-02
    229  -6.26930423E+00  -6.19099097E+00   7.83132673E-02
    230  -6.27455890E+00  -6.19651647E+00   7.80424308E-02
    231  -6.28042214E+00  -6.20135442E+00   7.90677190E-02
    232  -6.28490284E+00  -6.20515617E+00   7.97466785E-02
    233  -6.29090207E+00  -6.20981063E+00   8.10914407E-02
    234  -6.29592290E+00  -6.21436405E+00   8.15588515E-02
    235  -6.30084178E+00  -6.21853350E+00   8.23082816E-02
    236  -6.30596852E+00  -6.22321188E+00   8.27566483E-02
    237  -6.30996829E+00  -6.22754420E+00   8.24240960E-02
    238  -6.31513578E+00  -6.23149752E+00   8.36382636E-02
    239  -6.31965054E+00  -6.23612748E+00   8.35230663E-02
    240  -6.32502649E+00  -6.24026577E+00   8.47607159E-02
    241  -6.32941012E+00  -6.24410310E+00   8.53070291E-02
    242  -6.33356933E+00  -6.24861868E+00   8.49506462E-02
    243  -6.33814278E+00  -6.25317258E+00   8.49702016E-02
    244  -6.34399687E+00  -6.25773374E+00   8.62631279E-02
    245  -6.34882981E+00  -6.26412193E+00   8.47078868E-02
    246  -6.35358334E+00  -6.26948425E+00   8.40990919E-02
    247  -6.35836687E+00  -6.27371731E+00   8.46495647E-02
    248  -6.36337394E+00  -6.27682268E+00   8.65512645E-02
    249  -6.36768951E+00  -6.28162546E+00   8.60640500E-02
    250  -6.37118741E+00  -6.28581194E+00   8.53754678E-02
    251  -6.37497029E+00  -6.29015513E+00   8.48151600E-02
    252  -6.37978161E+00  -6.29541743E+00   8.43641771E-02
    253  -6.38374805E+00  -6.29928014E+00   8.44679099E-02
    254  -6.38795349E+00  -6.30371896E+00   8.42345364E-02
    255  -6.39255515E+00  -6.30943284E+00   8.31223079E-02
    256  -6.39703708E+00  -6.31417949E+00   8.28575952E-02
    257  -6.40115207E+00  -6.31864595E+00   8.25061266E-02
    258  -6.40484895E+00  -6.32326208E+00   8.15868750E-02
    259  -6.40910831E+00  -6.32713222E+00   8.19760929E-02
    260  -6.41296871E+00  -6.33018147E+00   8.27872360E-02
    261  -6.41690119E+00  -6.33405636E+00   8.28448344E-02
    262  -6.42157060E+00  -6.33712111E+00   8.44494832E-02
    263  -6.42637902E+00  -6.34156669E+00   8.48123311E-02
    264  -6.43089826E+00  -6.34491264E+00   8.59856222E-02
    265  -6.43457960E+00  -6.34920845E+00   8.53711497E-02
    266  -6.43858463E+00  -6.35388381E+00   8.47008185E-02
    267  -6.44254938E+00  -6.35828552E+00   8.42638558E-02
    268  -6.44609320E+00  -6.36234560E+00   8.37475991E-02
    269  -6.44949901E+00  -6.36568496E+00   8.38140513E-02
    270  -6.45361315E+00  -6.36878879E+00   8.48243635E-02
    271  -6.45690406E+00  -6.37201908E+00   8.48849740E-02
    272  -6.46040411E+00  -6.37512185E+00   8.52822558E-02
    273  -6.46359298E+00  -6.37812853E+00   8.54644437E-02
    274  -6.46761724E+00  -6.38155207E+00   8.60651751E-02
    275  -6.47200674E+00  -6.38539702E+00   8.66097219E-02
    276  -6.47595051E+00  -6.38900941E+00   8.69411033E-02
    277  -6.47977523E+00  -6.39193527E+00   8.78399647E-02
    278  -6.48440666E+00  -6.39530213E+00   8.91045303E-02
    279  -6.48837517E+00  -6.39841933E+00   8.99558442E-02
    280  -6.49221175E+00  -6.40125093E+00   9.09608228E-02
    281  -6.49611713E+00  -6.40389490E+00   9.22222262E-02
    282  -6.50036046E+00  -6.40709465E+00   9.32658053E-02
    283  -6.50384994E+00  -6.41014739E+00   9.37025584E-02
    284  -6.50791192E+00  -6.41317523E+00   9.47366986E-02
    285  -6.51130217E+00  -6.41611709E+00   9.51850865E-02
    286  -6.51502279E+00  -6.41932470E+00   9.56980898E-02
    287  -6.51871145E+00  -6.42243680E+00   9.62746480E-02
    288  -6.52221802E+00  -6.42562139E+00   9.65966282E-02
    289  -6.52626652E+00  -6.42855849E+00   9.77080335E-02
    290  -6.52950080E+00  -6.43211725E+00   9.73835519E-02
    291  -6.53298457E+00  -6.43532364E+00   9.76609317E-02
    292  -6.53621305E+00  -6.43857111E+00   9.76419458E-02
    293  -6.54045313E+00  -6.44156997E+00   9.88831617E-02
    294  -6.54381636E+00  -6.44483048E+00   9.89858778E-02
    295  -6.54700824E+00  -6.44801220E+00   9.89960427E-02
    296  -6.55004305E+00  -6.45071420E+00   9.93288524E-02
    297  -6.55297542E+00  -6.45316962E+00   9.98057985E-02
    298  -6.55580871E+00  -6.45607432E+00   9.97343890E-02
    299  -6.55911198E+00  -6.46003890E+00   9.90730733E-02
    300  -6.56209290E+00  -6.46300462E+00   9.90882861E-02
# k =   0.750000   0.000000   0.250000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -7.47624715E+00  -6.89778173E+00   5.78465418E-01
# Error est. for CH(vbm) CH(cbm) diff =   9.64031889E-01   7.39388171E-01  -2.24643718E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -5.01225327E-04  -1.40825050E-03  -9.07025170E-04
      2  -9.46251247E-04  -2.80603525E-03  -1.85978400E-03
      3  -1.45180155E-03  -4.28222436E-03  -2.83042281E-03
      4  -1.89779793E-03  -5.76335607E-03  -3.86555814E-03
      5  -4.74338015E-02  -3.37007736E-02   1.37330279E-02
      6  -8.40223847E-02  -7.48946479E-02   9.12773684E-03
      7  -9.05276828E-02  -2.01690984E-01  -1.11163301E-01
      8  -9.68058873E-02  -3.07165318E-01  -2.10359430E-01
      9  -1.00768210E-01  -4.32596134E-01  -3.31827924E-01
     10  -1.07770361E-01  -5.56846363E-01  -4.49076002E-01
     11  -1.11814283E-01  -6.70641173E-01  -5.58826890E-01
     12  -1.19889355E-01  -7.89891962E-01  -6.70002607E-01
     13  -1.28542368E-01  -7.95133127E-01  -6.66590760E-01
     14  -1.38836506E-01  -8.00736927E-01  -6.61900422E-01
     15  -1.39926091E-01  -8.01764313E-01  -6.61838222E-01
     16  -1.40864616E-01  -8.02790896E-01  -6.61926280E-01
     17  -2.52850962E-01  -8.96675697E-01  -6.43824735E-01
     18  -3.60678681E-01  -9.98032471E-01  -6.37353789E-01
     19  -3.95557057E-01  -1.00715762E+00  -6.11600566E-01
     20  -4.33915660E-01  -1.01606974E+00  -5.82154081E-01
     21  -4.76716710E-01  -1.02928518E+00  -5.52568466E-01
     22  -5.36049306E-01  -1.04762450E+00  -5.11575196E-01
     23  -7.26960289E-01  -1.07171188E+00  -3.44751595E-01
     24  -9.75577331E-01  -1.09558982E+00  -1.20012486E-01
     25  -1.01955731E+00  -1.10127397E+00  -8.17166534E-02
     26  -1.04022650E+00  -1.10474649E+00  -6.45199936E-02
     27  -1.04747399E+00  -1.10689978E+00  -5.94257838E-02
     28  -1.05095593E+00  -1.10871734E+00  -5.77614127E-02
     29  -1.05266265E+00  -1.11001902E+00  -5.73563714E-02
     30  -1.05431504E+00  -1.11128769E+00  -5.69726527E-02
     31  -1.05580279E+00  -1.11425784E+00  -5.84550477E-02
     32  -1.05712261E+00  -1.11668912E+00  -5.95665093E-02
     33  -1.05900983E+00  -1.11980710E+00  -6.07972689E-02
     34  -1.06058772E+00  -1.12216816E+00  -6.15804382E-02
     35  -1.06212267E+00  -1.12368092E+00  -6.15582501E-02
     36  -1.06311817E+00  -1.12454594E+00  -6.14277740E-02
     37  -1.11320040E+00  -1.22712639E+00  -1.13925990E-01
     38  -1.14137831E+00  -1.28276396E+00  -1.41385648E-01
     39  -1.21376912E+00  -1.41836063E+00  -2.04591514E-01
     40  -1.34555259E+00  -1.63827724E+00  -2.92724646E-01
     41  -1.38174195E+00  -1.69815009E+00  -3.16408135E-01
     42  -1.39957080E+00  -1.72755412E+00  -3.27983320E-01
     43  -1.40265798E+00  -1.73137027E+00  -3.28712291E-01
     44  -1.40368099E+00  -1.73277842E+00  -3.29097429E-01
     45  -1.40602199E+00  -1.73597504E+00  -3.29953045E-01
     46  -1.40785706E+00  -1.73879192E+00  -3.30934859E-01
     47  -1.41543804E+00  -1.74159658E+00  -3.26158533E-01
     48  -1.42018437E+00  -1.74423729E+00  -3.24052919E-01
     49  -1.42291892E+00  -1.74625488E+00  -3.23335967E-01
     50  -1.42635997E+00  -1.74877885E+00  -3.22418875E-01
     51  -1.43085652E+00  -1.75046794E+00  -3.19611421E-01
     52  -1.43552518E+00  -1.75200257E+00  -3.16477391E-01
     53  -1.43846765E+00  -1.75292411E+00  -3.14456453E-01
     54  -1.44071733E+00  -1.75406415E+00  -3.13346817E-01
     55  -1.44482694E+00  -1.76262922E+00  -3.17802275E-01
     56  -1.44708276E+00  -1.76836056E+00  -3.21277800E-01
     57  -1.44956658E+00  -1.77006235E+00  -3.20495764E-01
     58  -1.45129524E+00  -1.77237760E+00  -3.21082354E-01
     59  -1.54177860E+00  -1.96935429E+00  -4.27575696E-01
     60  -1.64533443E+00  -1.99777490E+00  -3.52440468E-01
     61  -1.88171149E+00  -2.06347479E+00  -1.81763296E-01
     62  -2.14808154E+00  -2.10764222E+00   4.04393207E-02
     63  -2.20251766E+00  -2.16085924E+00   4.16584219E-02
     64  -2.23032155E+00  -2.21347426E+00   1.68472981E-02
     65  -2.24781681E+00  -2.22907625E+00   1.87405577E-02
     66  -2.26088086E+00  -2.24384959E+00   1.70312682E-02
     67  -2.26913735E+00  -2.27872872E+00  -9.59136302E-03
     68  -2.29169784E+00  -2.30477262E+00  -1.30747804E-02
     69  -2.30944964E+00  -2.31976614E+00  -1.03165025E-02
     70  -2.36597675E+00  -2.33677161E+00   2.92051481E-02
     71  -2.45141212E+00  -2.34988090E+00   1.01531221E-01
     72  -2.55164456E+00  -2.36216676E+00   1.89477798E-01
     73  -2.60360937E+00  -2.36709618E+00   2.36513192E-01
     74  -2.62910233E+00  -2.39117749E+00   2.37924835E-01
     75  -2.65244829E+00  -2.43474638E+00   2.17701902E-01
     76  -2.67406000E+00  -2.46121456E+00   2.12845438E-01
     77  -2.69595708E+00  -2.47454093E+00   2.21416144E-01
     78  -2.72499154E+00  -2.48176231E+00   2.43229236E-01
     79  -2.75658306E+00  -2.49673718E+00   2.59845877E-01
     80  -2.78350734E+00  -2.52604371E+00   2.57463629E-01
     81  -3.35090650E+00  -2.57831753E+00   7.72588973E-01
     82  -4.69971946E+00  -2.63961979E+00   2.06009967E+00
     83  -4.75604380E+00  -4.15468124E+00   6.01362554E-01
     84  -4.82026867E+00  -4.68192676E+00   1.38341910E-01
     85  -4.87181140E+00  -4.71223045E+00   1.59580947E-01
     86  -4.90979394E+00  -4.73299651E+00   1.76797427E-01
     87  -4.93810843E+00  -4.75488711E+00   1.83221312E-01
     88  -4.97696980E+00  -4.78917237E+00   1.87797432E-01
     89  -5.00091160E+00  -4.80217670E+00   1.98734908E-01
     90  -5.02567492E+00  -4.81580354E+00   2.09871380E-01
     91  -5.05170635E+00  -4.84001156E+00   2.11694793E-01
     92  -5.06591037E+00  -4.85390431E+00   2.12006051E-01
     93  -5.08344802E+00  -4.87047739E+00   2.12970623E-01
     94  -5.09814242E+00  -4.88454173E+00   2.13600687E-01
     95  -5.11308370E+00  -4.89622338E+00   2.16860319E-01
     96  -5.12749621E+00  -4.91297238E+00   2.14523836E-01
     97  -5.14819714E+00  -4.92335661E+00   2.24840532E-01
     98  -5.16747697E+00  -4.93424650E+00   2.33230476E-01
     99  -5.17937866E+00  -4.94152529E+00   2.37853365E-01
    100  -5.19250657E+00  -4.95226687E+00   2.40239702E-01
    101  -5.21191890E+00  -4.96163549E+00   2.50283415E-01
    102  -5.22433849E+00  -4.97237849E+00   2.51960000E-01
    103  -5.23658643E+00  -4.98097076E+00   2.55615670E-01
    104  -5.25006389E+00  -4.98941785E+00   2.60646037E-01
    105  -5.26054350E+00  -4.99755246E+00   2.62991039E-01
    106  -5.27095807E+00  -5.00544846E+00   2.65509610E-01
    107  -5.28482119E+00  -5.01538239E+00   2.69438800E-01
    108  -5.29838318E+00  -5.02375353E+00   2.74629648E-01
    109  -5.31368217E+00  -5.02972194E+00   2.83960224E-01
