# k =   0.250000  -0.000000  -0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -7.53884461E+00  -7.31094025E+00   2.27904361E-01
# Error est. for CH(vbm) CH(cbm) diff =   9.76322792E-01   8.47958932E-01  -1.28363860E-01
#    Nb          CH(vbm)          CH(cbm)             diff
    258  -6.29956491E+00  -6.03496484E+00   2.64600072E-01
    259  -6.30365678E+00  -6.03883820E+00   2.64818580E-01
    260  -6.30738579E+00  -6.04207702E+00   2.65308767E-01
    261  -6.31133397E+00  -6.04569427E+00   2.65639700E-01
    262  -6.31594572E+00  -6.04903223E+00   2.66913488E-01
    263  -6.32050957E+00  -6.05317817E+00   2.67331400E-01
    264  -6.32490432E+00  -6.05634457E+00   2.68559750E-01
    265  -6.32849806E+00  -6.05978650E+00   2.68711565E-01
    266  -6.33232417E+00  -6.06376074E+00   2.68563436E-01
    267  -6.33614095E+00  -6.06760441E+00   2.68536536E-01
    268  -6.33974137E+00  -6.07056763E+00   2.69173738E-01
    269  -6.34307316E+00  -6.07352556E+00   2.69547602E-01
    270  -6.34707660E+00  -6.07650076E+00   2.70575832E-01
    271  -6.35033498E+00  -6.07937887E+00   2.70956106E-01
    272  -6.35390307E+00  -6.08203203E+00   2.71871045E-01
    273  -6.35701534E+00  -6.08475531E+00   2.72260029E-01
    274  -6.36101051E+00  -6.08772350E+00   2.73287008E-01
    275  -6.36514839E+00  -6.09106370E+00   2.74084694E-01
    276  -6.36908635E+00  -6.09408265E+00   2.75003692E-01
    277  -6.37284349E+00  -6.09689149E+00   2.75951996E-01
    278  -6.37728293E+00  -6.09964472E+00   2.77638211E-01
    279  -6.38114191E+00  -6.10261971E+00   2.78522201E-01
    280  -6.38503514E+00  -6.10521822E+00   2.79816928E-01
    281  -6.38886786E+00  -6.10760070E+00   2.81267160E-01
    282  -6.39273804E+00  -6.11035916E+00   2.82378882E-01
    283  -6.39621988E+00  -6.11325614E+00   2.82963741E-01
    284  -6.40016939E+00  -6.11593409E+00   2.84235300E-01
    285  -6.40350489E+00  -6.11865938E+00   2.84845504E-01
    286  -6.40698935E+00  -6.12164324E+00   2.85346109E-01
    287  -6.41050276E+00  -6.12449259E+00   2.86010164E-01
    288  -6.41395070E+00  -6.12736437E+00   2.86586326E-01
    289  -6.41779332E+00  -6.13012551E+00   2.87667807E-01
    290  -6.42095956E+00  -6.13271051E+00   2.88249044E-01
    291  -6.42420463E+00  -6.13543347E+00   2.88771162E-01
    292  -6.42719855E+00  -6.13825153E+00   2.88947018E-01
    293  -6.43119656E+00  -6.14084786E+00   2.90348694E-01
    294  -6.43434091E+00  -6.14387730E+00   2.90463615E-01
    295  -6.43744951E+00  -6.14680380E+00   2.90645712E-01
    296  -6.44032179E+00  -6.14913775E+00   2.91184039E-01
    297  -6.44315824E+00  -6.15158625E+00   2.91571991E-01
    298  -6.44583042E+00  -6.15405473E+00   2.91775693E-01
    299  -6.44884213E+00  -6.15715276E+00   2.91689373E-01
    300  -6.45175659E+00  -6.15990117E+00   2.91855413E-01
# k =   0.250000   0.000000   0.750000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -7.47621679E+00  -6.89802952E+00   5.78187264E-01
# Error est. for CH(vbm) CH(cbm) diff =   9.64051674E-01   7.39376099E-01  -2.24675575E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -5.01141832E-04  -1.40986908E-03  -9.08727251E-04
      2  -9.46415661E-04  -2.81025374E-03  -1.86383808E-03
      3  -1.45163353E-03  -4.28687062E-03  -2.83523709E-03
      4  -1.89755415E-03  -5.76684625E-03  -3.86929210E-03
      5  -4.74092075E-02  -3.36870146E-02   1.37221929E-02
      6  -8.39836331E-02  -7.48774507E-02   9.10618239E-03
      7  -9.04791547E-02  -2.01676312E-01  -1.11197158E-01
      8  -9.67437892E-02  -3.07102061E-01  -2.10358272E-01
      9  -1.00702975E-01  -4.32538432E-01  -3.31835458E-01
     10  -1.07691066E-01  -5.56985031E-01  -4.49293965E-01
     11  -1.11737549E-01  -6.70775309E-01  -5.59037760E-01
     12  -1.19803164E-01  -7.89964374E-01  -6.70161210E-01
     13  -1.28456359E-01  -7.95211495E-01  -6.66755136E-01
     14  -1.38750509E-01  -8.00825705E-01  -6.62075196E-01
     15  -1.39840062E-01  -8.01852132E-01  -6.62012070E-01
     16  -1.40778836E-01  -8.02876779E-01  -6.62097943E-01
     17  -2.52788779E-01  -8.96809170E-01  -6.44020391E-01
     18  -3.60580753E-01  -9.98431432E-01  -6.37850679E-01
     19  -3.95473689E-01  -1.00754839E+00  -6.12074704E-01
     20  -4.33842616E-01  -1.01646257E+00  -5.82619958E-01
     21  -4.76683906E-01  -1.02966999E+00  -5.52986080E-01
     22  -5.36050652E-01  -1.04801674E+00  -5.11966087E-01
     23  -7.26887439E-01  -1.07210463E+00  -3.45217193E-01
     24  -9.75538090E-01  -1.09600079E+00  -1.20462703E-01
     25  -1.01952123E+00  -1.10168995E+00  -8.21687212E-02
     26  -1.04018805E+00  -1.10516127E+00  -6.49732254E-02
     27  -1.04743521E+00  -1.10731535E+00  -5.98801407E-02
     28  -1.05091667E+00  -1.10913403E+00  -5.82173595E-02
     29  -1.05262352E+00  -1.11043620E+00  -5.78126832E-02
     30  -1.05427500E+00  -1.11170641E+00  -5.74314099E-02
     31  -1.05576275E+00  -1.11467500E+00  -5.89122499E-02
     32  -1.05708294E+00  -1.11710271E+00  -6.00197693E-02
     33  -1.05896866E+00  -1.12022021E+00  -6.12515540E-02
     34  -1.06054593E+00  -1.12258235E+00  -6.20364156E-02
     35  -1.06207957E+00  -1.12409595E+00  -6.20163754E-02
     36  -1.06307537E+00  -1.12496004E+00  -6.18846702E-02
     37  -1.11308898E+00  -1.22762140E+00  -1.14532421E-01
     38  -1.14125201E+00  -1.28329491E+00  -1.42042903E-01
     39  -1.21346276E+00  -1.41893538E+00  -2.05472614E-01
     40  -1.34526571E+00  -1.63843327E+00  -2.93167562E-01
     41  -1.38152184E+00  -1.69829297E+00  -3.16771132E-01
     42  -1.39940813E+00  -1.72767642E+00  -3.28268291E-01
     43  -1.40250599E+00  -1.73148975E+00  -3.28983756E-01
     44  -1.40352927E+00  -1.73289672E+00  -3.29367451E-01
     45  -1.40587087E+00  -1.73609481E+00  -3.30223939E-01
     46  -1.40770664E+00  -1.73891209E+00  -3.31205454E-01
     47  -1.41528438E+00  -1.74171410E+00  -3.26429720E-01
     48  -1.42003105E+00  -1.74435750E+00  -3.24326449E-01
     49  -1.42276574E+00  -1.74637252E+00  -3.23606775E-01
     50  -1.42620704E+00  -1.74889790E+00  -3.22690859E-01
     51  -1.43070489E+00  -1.75058638E+00  -3.19881488E-01
     52  -1.43537372E+00  -1.75212043E+00  -3.16746712E-01
     53  -1.43831630E+00  -1.75304185E+00  -3.14725554E-01
     54  -1.44056659E+00  -1.75418200E+00  -3.13615405E-01
     55  -1.44467673E+00  -1.76278539E+00  -3.18108665E-01
     56  -1.44693087E+00  -1.76852862E+00  -3.21597758E-01
     57  -1.44941505E+00  -1.77023015E+00  -3.20815099E-01
     58  -1.45114336E+00  -1.77254559E+00  -3.21402234E-01
     59  -1.54157042E+00  -1.96957967E+00  -4.28009255E-01
     60  -1.64502638E+00  -1.99800046E+00  -3.52974088E-01
     61  -1.88110707E+00  -2.06376220E+00  -1.82655124E-01
     62  -2.14787541E+00  -2.10798211E+00   3.98932960E-02
     63  -2.20232834E+00  -2.16108186E+00   4.12464741E-02
     64  -2.23013664E+00  -2.21367530E+00   1.64613338E-02
     65  -2.24762729E+00  -2.22928793E+00   1.83393539E-02
     66  -2.26068723E+00  -2.24404748E+00   1.66397530E-02
     67  -2.26894655E+00  -2.27887155E+00  -9.92499343E-03
     68  -2.29151449E+00  -2.30491749E+00  -1.34029977E-02
     69  -2.30926317E+00  -2.31990266E+00  -1.06394881E-02
     70  -2.36578323E+00  -2.33690830E+00   2.88749325E-02
     71  -2.45121696E+00  -2.35001005E+00   1.01206908E-01
     72  -2.55146014E+00  -2.36229341E+00   1.89166732E-01
     73  -2.60341300E+00  -2.36722196E+00   2.36191045E-01
     74  -2.62890840E+00  -2.39131385E+00   2.37594558E-01
     75  -2.65225568E+00  -2.43488319E+00   2.17372487E-01
     76  -2.67387044E+00  -2.46134306E+00   2.12527381E-01
     77  -2.69577929E+00  -2.47467491E+00   2.21104384E-01
     78  -2.72481378E+00  -2.48189904E+00   2.42914746E-01
     79  -2.75640304E+00  -2.49687380E+00   2.59529241E-01
     80  -2.78332442E+00  -2.52619949E+00   2.57124924E-01
     81  -3.35062937E+00  -2.57845018E+00   7.72179189E-01
     82  -4.69962371E+00  -2.63980040E+00   2.05982331E+00
     83  -4.75596110E+00  -4.15504202E+00   6.00919074E-01
     84  -4.82021034E+00  -4.68219034E+00   1.38019998E-01
     85  -4.87173365E+00  -4.71250496E+00   1.59228691E-01
     86  -4.90973191E+00  -4.73326541E+00   1.76466500E-01
     87  -4.93807299E+00  -4.75512912E+00   1.82943865E-01
     88  -4.97695716E+00  -4.78937815E+00   1.87579016E-01
     89  -5.00088548E+00  -4.80237639E+00   1.98509090E-01
     90  -5.02561543E+00  -4.81599836E+00   2.09617064E-01
     91  -5.05161212E+00  -4.84024202E+00   2.11370104E-01
     92  -5.06580852E+00  -4.85414112E+00   2.11667401E-01
     93  -5.08335173E+00  -4.87070347E+00   2.12648256E-01
     94  -5.09805378E+00  -4.88477192E+00   2.13281861E-01
     95  -5.11300867E+00  -4.89645440E+00   2.16554266E-01
     96  -5.12741594E+00  -4.91320316E+00   2.14212778E-01
     97  -5.14809347E+00  -4.92358698E+00   2.24506488E-01
     98  -5.16736592E+00  -4.93447507E+00   2.32890850E-01
     99  -5.17927271E+00  -4.94175494E+00   2.37517775E-01
    100  -5.19239304E+00  -4.95250362E+00   2.39889415E-01
    101  -5.21181027E+00  -4.96187175E+00   2.49938524E-01
    102  -5.22423145E+00  -4.97260754E+00   2.51623906E-01
    103  -5.23649036E+00  -4.98120527E+00   2.55285095E-01
    104  -5.24997504E+00  -4.98965704E+00   2.60318000E-01
    105  -5.26045193E+00  -4.99779169E+00   2.62660241E-01
    106  -5.27086352E+00  -5.00568817E+00   2.65175351E-01
    107  -5.28473254E+00  -5.01562184E+00   2.69110696E-01
    108  -5.29829081E+00  -5.02400934E+00   2.74281467E-01
    109  -5.31359836E+00  -5.02997954E+00   2.83618826E-01
    110  -5.33083066E+00  -5.03675468E+00   2.94075979E-01
    111  -5.34716155E+00  -5.04314392E+00   3.04017631E-01
    112  -5.35819760E+00  -5.05018141E+00   3.08016190E-01
    113  -5.36663888E+00  -5.05656791E+00   3.10070968E-01
    114  -5.37491055E+00  -5.06436939E+00   3.10541165E-01
    115  -5.38387653E+00  -5.07140661E+00   3.12469918E-01
    116  -5.39167956E+00  -5.07847727E+00   3.13202296E-01
    117  -5.39919680E+00  -5.08690102E+00   3.12295782E-01
    118  -5.40654240E+00  -5.09584771E+00   3.10694689E-01
    119  -5.41391092E+00  -5.10299195E+00   3.10918967E-01
    120  -5.42028973E+00  -5.11238242E+00   3.07907309E-01
    121  -5.42694499E+00  -5.12029535E+00   3.06649642E-01
    122  -5.43184046E+00  -5.12585659E+00   3.05983872E-01
    123  -5.43655206E+00  -5.13272811E+00   3.03823953E-01
    124  -5.44190560E+00  -5.13827917E+00   3.03626427E-01
    125  -5.44535952E+00  -5.14396744E+00   3.01392084E-01
    126  -5.45166393E+00  -5.14965199E+00   3.02011942E-01
    127  -5.45629010E+00  -5.15481423E+00   3.01475868E-01
    128  -5.46445225E+00  -5.16195074E+00   3.02501505E-01
    129  -5.46999085E+00  -5.16912803E+00   3.00862817E-01
    130  -5.47582204E+00  -5.17491849E+00   3.00903553E-01
    131  -5.48299634E+00  -5.18367148E+00   2.99324864E-01
    132  -5.48872870E+00  -5.19166951E+00   2.97059188E-01
    133  -5.49644999E+00  -5.21148971E+00   2.84960278E-01
    134  -5.50421407E+00  -5.22094422E+00   2.83269852E-01
    135  -5.51113150E+00  -5.22795673E+00   2.83174765E-01
    136  -5.51926573E+00  -5.23890367E+00   2.80362068E-01
    137  -5.52761138E+00  -5.24742163E+00   2.80189755E-01
    138  -5.53646428E+00  -5.26050507E+00   2.75959210E-01
    139  -5.54466925E+00  -5.27380954E+00   2.70859710E-01
    140  -5.55435303E+00  -5.28506444E+00   2.69288589E-01
    141  -5.56455590E+00  -5.29678598E+00   2.67769925E-01
    142  -5.57285422E+00  -5.30590574E+00   2.66948478E-01
    143  -5.58219389E+00  -5.32022212E+00   2.61971769E-01
    144  -5.59195683E+00  -5.33222224E+00   2.59734591E-01
    145  -5.60031133E+00  -5.34599051E+00   2.54320817E-01
    146  -5.60946056E+00  -5.35716209E+00   2.52298464E-01
    147  -5.61694179E+00  -5.36745231E+00   2.49489483E-01
    148  -5.62406753E+00  -5.38086928E+00   2.43198248E-01
    149  -5.63263688E+00  -5.39048835E+00   2.42148527E-01
    150  -5.64058838E+00  -5.39725286E+00   2.43335514E-01
    151  -5.64976492E+00  -5.40544305E+00   2.44321864E-01
    152  -5.65855068E+00  -5.41703375E+00   2.41516933E-01
    153  -5.66734152E+00  -5.42809571E+00   2.39245814E-01
    154  -5.67605987E+00  -5.43956557E+00   2.36494302E-01
    155  -5.68458854E+00  -5.44867472E+00   2.35913827E-01
    156  -5.69367915E+00  -5.45653584E+00   2.37143305E-01
    157  -5.70319475E+00  -5.46662105E+00   2.36573697E-01
    158  -5.71145438E+00  -5.47373826E+00   2.37716121E-01
    159  -5.71959024E+00  -5.48227539E+00   2.37314850E-01
    160  -5.73088355E+00  -5.49224111E+00   2.38642440E-01
    161  -5.73798529E+00  -5.50165902E+00   2.36326266E-01
    162  -5.74587997E+00  -5.51526225E+00   2.30617720E-01
    163  -5.75433734E+00  -5.52420212E+00   2.30135216E-01
    164  -5.76229408E+00  -5.53149610E+00   2.30797972E-01
    165  -5.77000297E+00  -5.53842924E+00   2.31573731E-01
    166  -5.77826471E+00  -5.54708685E+00   2.31177864E-01
    167  -5.78582950E+00  -5.55580871E+00   2.30020790E-01
    168  -5.79293060E+00  -5.56359456E+00   2.29336037E-01
    169  -5.80105782E+00  -5.57051044E+00   2.30547377E-01
    170  -5.80838788E+00  -5.57701755E+00   2.31370334E-01
    171  -5.81712320E+00  -5.58200749E+00   2.35115702E-01
    172  -5.82530430E+00  -5.59050843E+00   2.34795868E-01
    173  -5.83272396E+00  -5.59706479E+00   2.35659168E-01
    174  -5.84071866E+00  -5.60239547E+00   2.38323190E-01
    175  -5.84845583E+00  -5.61006474E+00   2.38391087E-01
    176  -5.85699499E+00  -5.61724220E+00   2.39752791E-01
    177  -5.86481091E+00  -5.62354489E+00   2.41266022E-01
    178  -5.87125496E+00  -5.62990844E+00   2.41346520E-01
    179  -5.87864733E+00  -5.63626566E+00   2.42381669E-01
    180  -5.88496046E+00  -5.64140263E+00   2.43557825E-01
    181  -5.89337457E+00  -5.64936080E+00   2.44013768E-01
    182  -5.90114852E+00  -5.65603648E+00   2.45112041E-01
    183  -5.90827084E+00  -5.66422101E+00   2.44049830E-01
    184  -5.91571089E+00  -5.66946301E+00   2.46247871E-01
    185  -5.92438999E+00  -5.67583089E+00   2.48559097E-01
    186  -5.93137537E+00  -5.68154622E+00   2.49829155E-01
    187  -5.93836678E+00  -5.68708581E+00   2.51280978E-01
    188  -5.94487607E+00  -5.69181085E+00   2.53065218E-01
    189  -5.95213304E+00  -5.69768330E+00   2.54449742E-01
    190  -5.95994575E+00  -5.70488653E+00   2.55059217E-01
    191  -5.96700623E+00  -5.71134081E+00   2.55665423E-01
    192  -5.97520395E+00  -5.71654341E+00   2.58660542E-01
    193  -5.98196492E+00  -5.72264603E+00   2.59318889E-01
    194  -5.99041674E+00  -5.72954975E+00   2.60866989E-01
    195  -5.99741463E+00  -5.73466013E+00   2.62754498E-01
    196  -6.00551067E+00  -5.74007896E+00   2.65431710E-01
    197  -6.01314640E+00  -5.74604619E+00   2.67100206E-01
    198  -6.02349236E+00  -5.75329851E+00   2.70193844E-01
    199  -6.03176925E+00  -5.75908990E+00   2.72679355E-01
    200  -6.03871730E+00  -5.76440147E+00   2.74315833E-01
    201  -6.04735101E+00  -5.77190368E+00   2.75447327E-01
    202  -6.05643284E+00  -5.77832589E+00   2.78106947E-01
    203  -6.06491290E+00  -5.78639107E+00   2.78521831E-01
    204  -6.07162719E+00  -5.79183221E+00   2.79794977E-01
    205  -6.07834831E+00  -5.79745171E+00   2.80896601E-01
    206  -6.08706652E+00  -5.80337539E+00   2.83691133E-01
    207  -6.09310672E+00  -5.80783950E+00   2.85267220E-01
    208  -6.09938880E+00  -5.81318131E+00   2.86207493E-01
    209  -6.10607507E+00  -5.81906038E+00   2.87014685E-01
    210  -6.11190944E+00  -5.82337082E+00   2.88538620E-01
    211  -6.11774782E+00  -5.82810869E+00   2.89639133E-01
    212  -6.12472132E+00  -5.83375620E+00   2.90965123E-01
    213  -6.13053386E+00  -5.83822568E+00   2.92308181E-01
    214  -6.13662036E+00  -5.84360837E+00   2.93011991E-01
    215  -6.14284222E+00  -5.84751637E+00   2.95325848E-01
    216  -6.14889017E+00  -5.85206168E+00   2.96828492E-01
    217  -6.15656986E+00  -5.85717678E+00   2.99393085E-01
    218  -6.16258116E+00  -5.86235055E+00   3.00230609E-01
    219  -6.16866919E+00  -5.86697490E+00   3.01694295E-01
    220  -6.17370188E+00  -5.87146877E+00   3.02233111E-01
    221  -6.17916112E+00  -5.87614435E+00   3.03016774E-01
    222  -6.18405921E+00  -5.87998175E+00   3.04077455E-01
    223  -6.18985607E+00  -5.88463646E+00   3.05219613E-01
    224  -6.19560102E+00  -5.88924896E+00   3.06352055E-01
    225  -6.20102599E+00  -5.89376483E+00   3.07261155E-01
    226  -6.20635889E+00  -5.89768950E+00   3.08669391E-01
    227  -6.21225553E+00  -5.90204951E+00   3.10206023E-01
    228  -6.21729325E+00  -5.90696720E+00   3.10326054E-01
    229  -6.22216283E+00  -5.91122981E+00   3.10933015E-01
    230  -6.22732387E+00  -5.91612450E+00   3.11199378E-01
    231  -6.23305046E+00  -5.92070714E+00   3.12343316E-01
    232  -6.23752213E+00  -5.92449083E+00   3.13031298E-01
    233  -6.24334386E+00  -5.92898378E+00   3.14360080E-01
    234  -6.24832232E+00  -5.93355757E+00   3.14764750E-01
    235  -6.25330096E+00  -5.93736019E+00   3.15940768E-01
    236  -6.25840729E+00  -5.94155409E+00   3.16853200E-01
    237  -6.26231660E+00  -5.94579300E+00   3.16523592E-01
    238  -6.26739942E+00  -5.94978537E+00   3.17614059E-01
    239  -6.27182749E+00  -5.95400275E+00   3.17824739E-01
    240  -6.27724005E+00  -5.95801209E+00   3.19227959E-01
    241  -6.28166617E+00  -5.96164671E+00   3.20019466E-01
    242  -6.28581033E+00  -5.96565658E+00   3.20153749E-01
    243  -6.29033850E+00  -5.97020453E+00   3.20133977E-01
    244  -6.29614293E+00  -5.97462351E+00   3.21519418E-01
    245  -6.30085052E+00  -5.97951880E+00   3.21331729E-01
    246  -6.30551364E+00  -5.98439468E+00   3.21118953E-01
    247  -6.31025928E+00  -5.98852516E+00   3.21734120E-01
    248  -6.31535376E+00  -5.99159421E+00   3.23759544E-01
    249  -6.31976090E+00  -5.99599598E+00   3.23764916E-01
    250  -6.32321108E+00  -5.99979376E+00   3.23417322E-01
    251  -6.32698858E+00  -6.00367559E+00   3.23312993E-01
    252  -6.33178909E+00  -6.00865449E+00   3.23134602E-01
    253  -6.33574843E+00  -6.01242242E+00   3.23326010E-01
    254  -6.33991436E+00  -6.01661475E+00   3.23299610E-01
    255  -6.34446228E+00  -6.02182559E+00   3.22636686E-01
    256  -6.34896078E+00  -6.02601825E+00   3.22942534E-01
    257  -6.35299588E+00  -6.03026249E+00   3.22733385E-01
    258  -6.35668267E+00  -6.03445185E+00   3.22230817E-01
    259  -6.36087863E+00  -6.03818617E+00   3.22692464E-01
    260  -6.36472247E+00  -6.04134700E+00   3.23375467E-01
    261  -6.36864017E+00  -6.04516510E+00   3.23475067E-01
    262  -6.37327211E+00  -6.04828485E+00   3.24987264E-01
    263  -6.37800109E+00  -6.05238615E+00   3.25614944E-01
    264  -6.38245439E+00  -6.05547055E+00   3.26983841E-01
    265  -6.38613685E+00  -6.05922587E+00   3.26910978E-01
    266  -6.39009730E+00  -6.06339597E+00   3.26701332E-01
    267  -6.39403561E+00  -6.06732435E+00   3.26711261E-01
    268  -6.39759166E+00  -6.07067403E+00   3.26917637E-01
    269  -6.40096531E+00  -6.07360493E+00   3.27360381E-01
    270  -6.40504826E+00  -6.07650053E+00   3.28547736E-01
    271  -6.40832908E+00  -6.07931024E+00   3.29018842E-01
    272  -6.41186034E+00  -6.08192304E+00   3.29937302E-01
    273  -6.41501869E+00  -6.08468765E+00   3.30331039E-01
    274  -6.41902280E+00  -6.08764570E+00   3.31377095E-01
    275  -6.42334242E+00  -6.09094892E+00   3.32393502E-01
    276  -6.42727638E+00  -6.09402327E+00   3.33253103E-01
    277  -6.43109924E+00  -6.09663543E+00   3.34463809E-01
    278  -6.43565976E+00  -6.09946075E+00   3.36199001E-01
    279  -6.43958285E+00  -6.10235734E+00   3.37225514E-01
    280  -6.44344962E+00  -6.10497503E+00   3.38474588E-01
    281  -6.44731746E+00  -6.10724205E+00   3.40075414E-01
    282  -6.45149118E+00  -6.10989751E+00   3.41593663E-01
    283  -6.45493637E+00  -6.11269029E+00   3.42246080E-01
    284  -6.45899736E+00  -6.11550948E+00   3.43487884E-01
    285  -6.46234836E+00  -6.11807537E+00   3.44272997E-01
    286  -6.46599060E+00  -6.12097508E+00   3.45015524E-01
    287  -6.46963099E+00  -6.12382782E+00   3.45803169E-01
    288  -6.47309893E+00  -6.12663742E+00   3.46461507E-01
    289  -6.47705665E+00  -6.12921717E+00   3.47839473E-01
    290  -6.48024401E+00  -6.13191558E+00   3.48328439E-01
    291  -6.48363334E+00  -6.13469666E+00   3.48936683E-01
    292  -6.48679869E+00  -6.13743772E+00   3.49360967E-01
    293  -6.49093869E+00  -6.13997105E+00   3.50967643E-01
    294  -6.49425505E+00  -6.14290466E+00   3.51350389E-01
    295  -6.49739087E+00  -6.14569269E+00   3.51698178E-01
    296  -6.50036641E+00  -6.14801474E+00   3.52351665E-01
    297  -6.50325358E+00  -6.15034108E+00   3.52912495E-01
    298  -6.50603372E+00  -6.15285461E+00   3.53179112E-01
    299  -6.50922734E+00  -6.15590489E+00   3.53322447E-01
    300  -6.51216511E+00  -6.15865343E+00   3.53511689E-01
# k =   0.250000   0.250000  -0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -7.46032123E+00  -6.90404645E+00   5.56274779E-01
# Error est. for CH(vbm) CH(cbm) diff =   9.59070276E-01   7.41075796E-01  -2.17994480E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -5.77705226E-04  -1.36208949E-03  -7.84384264E-04
      2  -1.10857469E-03  -2.73293817E-03  -1.62436347E-03
      3  -1.71974940E-03  -4.17556070E-03  -2.45581129E-03
      4  -2.27036870E-03  -5.64154477E-03  -3.37117606E-03
      5  -4.81773247E-02  -3.35537106E-02   1.46236141E-02
      6  -8.50117203E-02  -7.46903914E-02   1.03213289E-02
      7  -9.15494114E-02  -2.01508883E-01  -1.09959471E-01
      8  -9.78306310E-02  -3.06945485E-01  -2.09114854E-01
      9  -1.01843087E-01  -4.32439263E-01  -3.30596176E-01
     10  -1.08933580E-01  -5.56843892E-01  -4.47910312E-01
     11  -1.12998669E-01  -6.70735351E-01  -5.57736682E-01
     12  -1.21130335E-01  -7.89867899E-01  -6.68737564E-01
     13  -1.29806405E-01  -7.95040955E-01  -6.65234550E-01
     14  -1.40133007E-01  -8.00578446E-01  -6.60445440E-01
     15  -1.41285165E-01  -8.01578091E-01  -6.60292926E-01
     16  -1.42249671E-01  -8.02579909E-01  -6.60330239E-01
     17  -2.55084570E-01  -8.96674362E-01  -6.41589792E-01
     18  -3.62972172E-01  -9.98463908E-01  -6.35491737E-01
     19  -3.97432716E-01  -1.00756234E+00  -6.10129626E-01
     20  -4.35369950E-01  -1.01643717E+00  -5.81067223E-01
     21  -4.77853515E-01  -1.02966265E+00  -5.51809131E-01
     22  -5.36844431E-01  -1.04804031E+00  -5.11195874E-01
     23  -7.25020260E-01  -1.07240795E+00  -3.47387693E-01
     24  -9.69789524E-01  -1.09721642E+00  -1.27426901E-01
     25  -1.01462564E+00  -1.10272895E+00  -8.81033035E-02
     26  -1.03592334E+00  -1.10602909E+00  -7.01057492E-02
     27  -1.04401433E+00  -1.10798029E+00  -6.39659592E-02
     28  -1.04810234E+00  -1.10958620E+00  -6.14838639E-02
     29  -1.04958235E+00  -1.11095462E+00  -6.13722712E-02
     30  -1.05104022E+00  -1.11229189E+00  -6.12516645E-02
     31  -1.05254862E+00  -1.11526743E+00  -6.27188083E-02
     32  -1.05391908E+00  -1.11768421E+00  -6.37651326E-02
     33  -1.05586115E+00  -1.12081413E+00  -6.49529730E-02
     34  -1.05750950E+00  -1.12317256E+00  -6.56630548E-02
     35  -1.05899053E+00  -1.12470170E+00  -6.57111628E-02
     36  -1.05991623E+00  -1.12557790E+00  -6.56616689E-02
     37  -1.11057528E+00  -1.22833544E+00  -1.17760166E-01
     38  -1.13933414E+00  -1.28370717E+00  -1.44373029E-01
     39  -1.21235976E+00  -1.41910629E+00  -2.06746535E-01
     40  -1.34410793E+00  -1.63890952E+00  -2.94801597E-01
     41  -1.38077507E+00  -1.69802621E+00  -3.17251134E-01
     42  -1.39923189E+00  -1.72789480E+00  -3.28662911E-01
     43  -1.40299079E+00  -1.73156123E+00  -3.28570432E-01
     44  -1.40485892E+00  -1.73280591E+00  -3.27946992E-01
     45  -1.40720191E+00  -1.73602581E+00  -3.28823892E-01
     46  -1.40910030E+00  -1.73886293E+00  -3.29762624E-01
     47  -1.41632112E+00  -1.74174046E+00  -3.25419337E-01
     48  -1.42060007E+00  -1.74445390E+00  -3.23853832E-01
     49  -1.42295478E+00  -1.74648915E+00  -3.23534364E-01
     50  -1.42628133E+00  -1.74902844E+00  -3.22747108E-01
     51  -1.43070811E+00  -1.75075584E+00  -3.20047728E-01
     52  -1.43514094E+00  -1.75235366E+00  -3.17212718E-01
     53  -1.43781095E+00  -1.75333380E+00  -3.15522853E-01
     54  -1.44024627E+00  -1.75455109E+00  -3.14304816E-01
     55  -1.44397683E+00  -1.76323064E+00  -3.19253804E-01
     56  -1.44604787E+00  -1.76899683E+00  -3.22948961E-01
     57  -1.44820074E+00  -1.77076536E+00  -3.22564615E-01
     58  -1.44981344E+00  -1.77309181E+00  -3.23278373E-01
     59  -1.54063650E+00  -1.97053211E+00  -4.29895605E-01
     60  -1.64426303E+00  -1.99899126E+00  -3.54728231E-01
     61  -1.88121087E+00  -2.06508103E+00  -1.83870158E-01
     62  -2.14855722E+00  -2.10953247E+00   3.90247531E-02
     63  -2.20217290E+00  -2.16263983E+00   3.95330739E-02
     64  -2.23029306E+00  -2.21532530E+00   1.49677620E-02
     65  -2.24787032E+00  -2.23080148E+00   1.70688351E-02
     66  -2.26108172E+00  -2.24558591E+00   1.54958088E-02
     67  -2.26943152E+00  -2.28047924E+00  -1.10477214E-02
